3.7034808825179474e-31	3.376471889404619e-20
6.274426975654238e-31	2.0334001011873846e-20
1.6494582705936424e-30	8.025072451995945e-21
4.3361929256432784e-30	3.167197042145167e-21
1.1399239025084493e-29	1.2499746468056139e-21
2.9966990071533296e-29	4.933184127371404e-22
7.877898620875249e-29	1.946943939762479e-22
2.0712305275626058e-28	8.077368569296455e-23
5.447765238257344e-28	3.9682569554805245e-23
1.433893708723881e-27	2.6408282262714337e-23
3.777073337630962e-27	2.4549287856720505e-23
9.951121057657742e-27	2.4643783536063082e-23
2.622064046462714e-26	2.6105660871336168e-23
6.899922346672745e-26	1.5782030614794315e-23
1.815589923583148e-25	9.287774474891994e-24
4.7769242080587995e-25	5.239707974540305e-24
1.2576172915541833e-24	3.8532582315317606e-24
2.9078076060025213e-24	7.479123436477763e-24
5.166197211267039e-24	2.004207944476572e-23
1.0474926648093491e-23	5.396084654931322e-23
2.7638106224171983e-23	1.0171362353958527e-22
6.390627711830942e-23	2.009640920238679e-22
1.296390260696208e-22	6.666455771677273e-22
2.9962166948416763e-22	1.0843442516550334e-21
7.902179595344608e-22	1.7062735541988655e-21
2.0845221749974514e-21	2.9217082979784245e-21
5.499272117473383e-21	5.198881510555708e-21
1.4499789097161398e-20	7.290155373288024e-21
3.8204404782397166e-20	7.575680590616996e-21
1.006718765475609e-19	8.212206939152655e-21
2.6527901129026365e-19	8.902215715773132e-21
6.993410879175257e-19	1.1649095642078637e-20
1.843868279840713e-18	1.6085891223296756e-20
4.858007774155688e-18	1.6334997636822114e-20
1.279631562328274e-17	1.5011094525117375e-20
3.371630326979602e-17	1.564903769503906e-20
8.871610029467726e-17	9.109804068712658e-21
2.3378713542964227e-16	1.0105508882719076e-20
6.731380790984478e-16	1.390089035090312e-20
1.6233226676893428e-15	1.1814354469843411e-20
4.2712626275762685e-15	6.803055540542867e-21
1.124745055505071e-14	5.5072808696853145e-21
2.839355115240447e-14	9.705972881790823e-21
7.163661288531821e-14	1.3373544100629363e-20
1.8879589069104673e-13	1.5420262593924723e-20
4.9779326044492e-13	2.1623133741048952e-20
1.1513718627426049e-12	4.861394353757533e-20
2.1374161113105742e-12	1.2339553757558302e-19
3.47686620137804e-12	3.117810935471005e-19
5.178531321153593e-12	7.621198975348124e-19
7.71341544729047e-12	1.902713957061892e-18
1.596291256900713e-11	1.7275029521811065e-17
2.2356766493388683e-11	4.439258788094482e-17
3.187559536412832e-11	1.2625546550979183e-16
3.8127179139732004e-11	4.459272187287939e-16
4.554787100849662e-11	9.233948883115234e-16
7.743013794380269e-11	2.3788748383184817e-15
1.4378199034547978e-10	6.801170112661907e-15
2.359752426722423e-10	1.7845537197643436e-14
3.805129232601911e-10	4.638210752792818e-14
7.063644097297093e-10	1.1611291834594387e-13
1.3701484805746491e-9	2.7840128888704794e-13
2.329335121660602e-9	7.33192561871426e-13
3.122518950444325e-9	2.0779176323575073e-12
4.0275471709442645e-9	5.0117144043768315e-12
5.914377188439417e-9	1.5272383889522648e-11
7.833395891714967e-9	3.7995099749631176e-11
1.2561518385670218e-8	1.1320249720866642e-10
1.7906315054757705e-8	2.9607034160602405e-10
2.5522742029874075e-8	7.423016810701864e-10
3.639320762807157e-8	2.203836724930844e-9
4.9658092777845056e-8	6.5430221081429536e-9
6.203823178359428e-8	1.8426194957971143e-8
7.415509951559272e-8	4.8703805777168986e-8
8.862977756686664e-8	1.234061426708682e-7
1.0592983520844157e-7	3.1268759814334084e-7
1.1766638325914533e-7	8.467868021661951e-7
1.2703971979763459e-7	3.404672875818097e-6
1.4536830587588758e-7	0.000010656536095544841
2.694082260025584e-7	0.000013163847757765415
7.097796402533202e-7	0.000013163847757765415
1.8699768199110171e-6	0.000013163847757765415
4.926928450761993e-6	0.000013522664108971937
0.000012984046096532524	0.000015232997150984436
0.00003424116753711815	0.00002315530229061581
0.0000635901542445693	0.00006932242580863514
0.0001534668154824791	0.00008101720389169392
0.00040432180820990327	0.00008101720389169392
0.0010652213254062697	0.00008101720389169392
0.0028064191667623657	0.00008101720389169392
0.0073937578526859764	0.00008101720389169392
0.019479504641219746	0.00008101720389169392
0.05132046634844229	0.00008101720389169392
0.13520827735261537	0.00008101720389169392
0.3562180854035954	0.00008101720389169392
0.9384878415222904	0.00008101720389169392
2.472528669304554	0.00008101720389169392
6.514094003196256	0.00008101720389169392
17.161952946904602	0.00008101720389169392
45.21467280135196	0.00008101720389169392
119.12202782854305	0.00008101720389169358
313.83744777557894	0.00008101720389169358
826.9959757092724	0.0000881625141923092
2180.5582107888013	0.00012457985068127885
4826.299392696514	0.00028098967446089847
7852.447486776119	0.00077710894933997
10716.071941903114	0.002449522725092196
13388.111499609658	0.006996108450894434
16002.982548608774	0.01849199511703687
19419.410151523327	0.05828856083815313
22547.46374879343	0.17489228178653343
25049.981371337122	0.5101787709437765
27418.419100140953	1.3484958684284152
34270.4251544245	4.6581641854788325
