6.135218907268475     2.1385451269253487e-44
6.365140941973151     1.167035841769821e-44
6.597630106232453     6.312978242164305e-45
6.880453255072423     2.9917944778318674e-45
7.090050861192299     1.8738174228604174e-45
7.527025314327271     9.006280202112905e-46
8.09131668713129     4.5380044287486005e-46
8.399287059458409     3.001046517818869e-46
8.750852705855936     2.046210991571853e-46
9.151425061032027     1.4013103731710042e-46
10.20950541484035     6.286744588151966e-47
11.221249752502873     3.58933860503972e-47
12.39474426243981     2.0744099902396897e-47
13.827814555547484     1.228645475821566e-47
15.426575275299207     7.752596084553713e-48
17.51236734700319     5.359871382940332e-48
19.20001088248582     4.142954880487185e-48
21.41990059061106     3.2909439787576844e-48
23.19393973866663     2.901930013685086e-48
27.194975475386656     2.2617814910964632e-48
30.33923651461334     1.9384170854830053e-48
33.51204954977779     1.8190478030868564e-48
40.48312589686003     1.673155393676329e-48
45.16375212573136     1.595584621528964e-48
50.13559508511329     1.5959633872478233e-48
60.2642015200317     1.6771314366698553e-48
67.23189969174138     1.7420485254785712e-48
74.63311042812342     1.818520171756265e-48
90.60755439948841     2.0134478143425724e-48
101.08352645600948     2.1671843380961353e-48
111.65462735452874     2.3480899135410464e-48
134.8806890920329     2.7412409518526024e-48
150.47548512485045     2.9786945720947167e-48
166.21189234943085     3.221388420661424e-48
200.78679322619885     3.758776560550676e-48
224.00159964158965     4.152800090793139e-48
247.427212046114     4.549570472498742e-48
298.89628089423536     5.430300814451143e-48
333.4544268148338     5.999546222556776e-48
368.3263838438707     6.614494093714271e-48
444.94453692359986     7.901212313616486e-48
496.3886639216867     8.77101575029001e-48
548.2999380448834     9.67258725230564e-48
630.2212974567832     1.0845246672554075e-47
700.4024455131564     1.2136740665896374e-47
795.8076908053824     1.375979585561649e-47
878.5737586154117     1.5116868181211732e-47
979.4828988255393     1.6489732956912526e-47
1090.0161319210617     1.8826169279517954e-47
1217.0512619869296     2.0816627062468622e-47
1332.600036711761     2.271878215050581e-47
1579.6498067413681     2.679674348826554e-47
1755.5588682274083     3.0021555528769774e-47
1954.9965037984864     3.4458346352102814e-47
2310.488209074671     4.0260516101837984e-47
2587.504599226864     4.468828030395755e-47
2872.3495449749607     4.944320911671721e-47
3452.6338327185977     5.9555665181743e-47
3851.824560165972     6.611183911965811e-47
4275.851925450461     7.333750842593843e-47
5139.677741287542     8.81066473889575e-47
5733.923119105129     9.803827398921988e-47
6365.140941973263     1.090635312911655e-46
7651.05382272365     1.309652015718362e-46
8535.662469110914     1.4607426787204733e-46
9522.548850748046     1.6254016604664638e-46
10049.963909577154     1.7323528848993823e-46
