# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_9
3.162277660168379e-07 1.2123685609291707e-21
3.2360111549336787e-07 1.3225127438188644e-21
3.311463862505236e-07 1.442328266915165e-21
3.388675869043115e-07 1.5726179490144988e-21
3.4676881953794695e-07 1.714244925985471e-21
3.548542818811901e-07 1.8681363288485e-21
3.6312826954049566e-07 2.035287069816972e-21
3.715951782811629e-07 2.216763721995096e-21
3.8025950636269697e-07 2.4137084747132477e-21
3.89125856928623e-07 2.62734314381752e-21
3.9819894045202297e-07 2.8589732115843577e-21
4.0748357723809307e-07 3.1099918670928128e-21
4.169846999850535e-07 3.3818840130611984e-21
4.2670735640476865e-07 3.676230201246626e-21
4.3665671190447213e-07 3.994710451802394e-21
4.4683805233101997e-07 4.339107907818233e-21
4.572567867791303e-07 4.7113122708408276e-21
4.6791845046510194e-07 5.113322956732763e-21
4.788287076675383e-07 5.5472519054795855e-21
4.899933547366384e-07 6.015325974057752e-21
5.014183231736547e-07 6.519888833988651e-21
5.131096827821533e-07 7.063402291843486e-21
5.250736448927506e-07 7.648446944862924e-21
5.373165656630395e-07 8.277722079241955e-21
5.4984494945446e-07 8.954044716637948e-21
5.626654522879044e-07 9.680347711138682e-21
5.757848853798981e-07 1.0459676793891264e-20
5.892102187612295e-07 1.12951864720522e-20
6.029485849799565e-07 1.2190134676948184e-20
6.17007282890752e-07 1.3147876069971758e-20
6.313937815326057e-07 1.4171853919196755e-20
6.461157240969403e-07 1.5265590458245144e-20
6.611809319882495e-07 1.643267566058913e-20
6.765974089794179e-07 1.7676754366984887e-20
6.923733454639272e-07 1.9001511723047013e-20
7.085171228072106e-07 2.041065689979029e-20
7.250373177994646e-07 2.190790508937742e-20
7.419427072122865e-07 2.3496957796809103e-20
7.592422724615558e-07 2.5181481469303183e-20
7.769452043790388e-07 2.6965084529904913e-20
7.950609080952509e-07 2.885129292851751e-20
8.135990080361694e-07 3.0843524331119575e-20
8.325693530364543e-07 3.2945061114292877e-20
8.519820215718901e-07 3.515902237378684e-20
8.718473271138315e-07 3.7488335172638896e-20
8.921758236084957e-07 3.9935705274461294e-20
9.12978311084014e-07 4.2503587696168927e-20
9.342658413882192e-07 4.5194157354523594e-20
9.560497240602198e-07 4.800928019244368e-20
9.78341532338879e-07 5.0950485083096345e-20
1.0011531093113902e-06 5.401893699618917e-20
1.0244965742052174e-06 5.721541167844959e-20
1.048384328826741e-06 6.054027234827101e-20
1.0728290641500308e-06 6.39934486910726e-20
1.0978437670592484e-06 6.757441859958256e-20
1.1234417272482566e-06 7.128219293431695e-20
1.149636544281106e-06 7.511530365598091e-20
1.1764421348171486e-06 7.907179558513756e-20
1.2038727400046132e-06 8.314922204737114e-20
1.2319429330465773e-06 8.734464454236054e-20
1.2606676269433496e-06 9.165463659640834e-20
1.2900620824153782e-06 9.607529188825518e-20
1.3201419160108953e-06 1.0060223654917182e-19
1.3509231084026028e-06 1.0523064572227849e-19
1.38242201287781e-06 1.0995526413944749e-19
1.4146553640265304e-06 1.1477043057792002e-19
1.447640286632156e-06 1.196701059655911e-19
1.4813943047694329e-06 1.246479047753263e-19
1.5159353511145682e-06 1.2969712944183873e-19
1.5512817764724183e-06 1.348108073019932e-19
1.587452359525819e-06 1.3998172971578227e-19
1.6244663168122348e-06 1.4520249289468906e-19
1.6623433129330315e-06 1.5046553992690016e-19
1.7011034710007933e-06 1.5576320349696792e-19
1.740767383330235e-06 1.6108774892683477e-19
1.7813561223783898e-06 1.6643141690619387e-19
1.8228912519398869e-06 1.7178646565361284e-19
1.8653948386032614e-06 1.7714521180248933e-19
1.908889463474389e-06 1.8250006985313385e-19
1.9533982341732686e-06 1.8784358973030846e-19
1.9989447971105317e-06 1.9316849214338874e-19
2.045553350050195e-06 1.984677013421601e-19
2.0932486549653353e-06 2.037343752490042e-19
2.1420560511935146e-06 2.089619327023209e-19
2.192001468898943e-06 2.1414407750938498e-19
2.2431114428485372e-06 2.1927481951743345e-19
2.2954131265091837e-06 2.2434849243400183e-19
2.3489343064737076e-06 2.2935976849457122e-19
2.403703417223201e-06 2.3430366999664413e-19
2.4597495562335635e-06 2.39175577765487e-19
2.5171024994342686e-06 2.4397123671495064e-19
2.575792717027583e-06 2.486867586388658e-19
2.635851389676631e-06 2.533186222577963e-19
2.6973104250709106e-06 2.578636709269932e-19
2.760202474878063e-06 2.6231910800753584e-19
2.8245609520908932e-06 2.6668249029269646e-19
2.8904200487788716e-06 2.709517193753661e-19
2.9578147542535346e-06 2.751250317228302e-19
3.026780873657441e-06 2.792009870444859e-19
3.097355046986562e-06 2.831784555429557e-19
3.1695747685562034e-06 2.870566043937022e-19
3.2434784069208122e-06 2.90834883001765e-19
3.319105225258239e-06 2.945130079858154e-19
3.3964954022292982e-06 2.9809094765379784e-19
3.4756900533236943e-06 3.0156890625718734e-19
3.5567312527036693e-06 3.049473077242376e-19
3.6396620555569646e-06 3.082267799553502e-19
3.7245265209709786e-06 3.1140813901213067e-19
3.811369735340273e-06 3.144923732750046e-19
3.900237836319859e-06 3.174806285878076e-19
3.991178037336996e-06 3.2037419282999146e-19
4.0842386526745176e-06 3.2317448211922186e-19
4.179469123139017e-06 3.2588302647992753e-19
4.2769200423275275e-06 3.285014568996682e-19
4.376643183506652e-06 3.3103149244685154e-19
4.478691527118417e-06 3.334749283753929e-19
4.583119288927478e-06 3.3583362472707226e-19
4.689981948824612e-06 3.3810949540273193e-19
4.799336280301815e-06 3.403044985228904e-19
4.911240380614659e-06 3.4242062684134425e-19
5.0257537016479225e-06 3.444598988709345e-19
5.142937081500915e-06 3.4642435110885087e-19
5.262852776809252e-06 3.483160304804872e-19
5.385564495820272e-06 3.50136987285265e-19
5.511137432239651e-06 3.518892693722826e-19
5.639638299867211e-06 3.5357491598898627e-19
5.771135368040315e-06 3.551959533589256e-19
5.905698497903673e-06 3.567543889779079e-19
6.043399179524854e-06 3.5825220851809193e-19
6.184310569875183e-06 3.5969137134074285e-19
6.32850753169624e-06 3.6107380806530385e-19
6.47606667327258e-06 3.6240141691178975e-19
6.627066389131828e-06 3.636760614394164e-19
6.781586901693754e-06 3.648995691204732e-19
6.939710303890459e-06 3.660737285219485e-19
7.101520602780329e-06 3.672002882922884e-19
7.267103764178904e-06 3.6828095623099236e-19
7.436547758330399e-06 3.693173977487159e-19
7.609942606644117e-06 3.703112354367203e-19
7.787380429520604e-06 3.712640487092383e-19
7.968955495292936e-06 3.7217737312606044e-19
8.15476427030917e-06 3.7305270049426195e-19
8.344905470182516e-06 3.738914788474361e-19
8.539480112236516e-06 3.746951122449577e-19
8.738591569173047e-06 3.7546496202778695e-19
8.942345623991688e-06 3.762023456271862e-19
9.150850526189614e-06 3.769085385199447e-19
9.364217049271877e-06 3.77584774246966e-19
9.58255854960264e-06 3.7823224471301833e-19
9.805991026628606e-06 3.7885210170208067e-19
1.0034633184506672e-05 3.7944545636897618e-19
1.0268606495168497e-05 3.8001338187021675e-19
1.0508035262855554e-05 3.805569124908503e-19
1.07530466901589e-05 3.8107704551751473e-19
1.1003770945598772e-05 3.8157474166382313e-19
1.1260341232779899e-05 3.8205092685268186e-19
1.1522893861159297e-05 3.8250649156369224e-19
1.1791568318464117e-05 3.8294229349247983e-19
1.206650734479802e-05 3.833591574229392e-19
1.2347857008475478e-05 3.8375787684932284e-19
1.263576678362426e-05 3.841392142735829e-19
1.293038962959737e-05 3.845039027102229e-19
1.3231882072236462e-05 3.8485264645615683e-19
1.3540404287030327e-05 3.8518612172079633e-19
1.3856120184212054e-05 3.8550497818161956e-19
1.4179197495840522e-05 3.8580983952071457e-19
1.4509807864912299e-05 3.8610130422387434e-19
1.484812693655133e-05 3.863799462868676e-19
1.5194334451324849e-05 3.866463167115994e-19
1.5548614340735104e-05 3.8690094389711706e-19
1.5911154824937624e-05 3.871443348708709e-19
1.6282148512737936e-05 3.873769750784981e-19
1.6661792503919872e-05 3.875993302728472e-19
1.7050288493959805e-05 3.878118471553838e-19
1.7447842881182494e-05 3.880149523749375e-19
1.785466687641539e-05 3.882090568041826e-19
1.8270976615199758e-05 3.8839455238698755e-19
1.869699327261814e-05 3.8857181534541395e-19
1.91329431807992e-05 3.8874120566707854e-19
1.957905794916243e-05 3.8890306819015656e-19
2.003557458746648e-05 3.8905773293605595e-19
2.0502735631726606e-05 3.8920551558333664e-19
2.0980789273068064e-05 3.8934671950769593e-19
2.1469989489583918e-05 3.8948163340837425e-19
2.1970596181267336e-05 3.8961053488920447e-19
2.2482875308090033e-05 3.897336886290155e-19
2.3007099031300245e-05 3.8985134895314666e-19
2.354354585801526e-05 3.8996375816800046e-19
2.4092500789185385e-05 3.900711489661584e-19
2.4654255471007912e-05 3.901737423196059e-19
2.5229108349871537e-05 3.9027175179475517e-19
2.5817364830913554e-05 3.903653803314617e-19
2.641933744027406e-05 3.904548219771503e-19
2.7035345991133382e-05 3.905402633172561e-19
2.7665717753620915e-05 3.9062188126081704e-19
2.8310787628685666e-05 3.9069984636071085e-19
2.8970898326020842e-05 3.9077432021974014e-19
2.964640054613707e-05 3.9084545914183727e-19
3.033765316668089e-05 3.9091341155025197e-19
3.104502343309761e-05 3.909783188743412e-19
3.176888715373972e-05 3.9104031729362426e-19
3.25096288995246e-05 3.910995363073245e-19
3.326764220824756e-05 3.9115609953182976e-19
3.4043329793658724e-05 3.9121012653305752e-19
3.483710375941493e-05 3.912617301517784e-19
3.5649385818020195e-05 3.913110175613892e-19
3.648060751487119e-05 3.9135809457786603e-19
3.73312104575266e-05 3.91403057530423e-19
3.820164655032238e-05 3.9144600216959597e-19
3.90923782344573e-05 3.9148701898737204e-19
4.0003878733676586e-05 3.9152619374635036e-19
4.093663230568398e-05 3.915636094244678e-19
4.1891134499415887e-05 3.915993441551823e-19
4.2867892418314344e-05 3.916334734080506e-19
4.386742498973848e-05 3.9166606954208865e-19
4.489026324065786e-05 3.9169720138964626e-19
4.5936950579773975e-05 3.9172693397542523e-19
4.700804308621986e-05 3.9175532978350333e-19
4.8104109804991236e-05 3.917824490769563e-19
4.922573304926602e-05 3.918083497392248e-19
5.0373508709772956e-05 3.918330851531558e-19
5.154804657137365e-05 3.918567095713723e-19
5.27499706370262e-05 3.918792709816264e-19
5.397991945930254e-05 3.9190081815178813e-19
5.5238546479635675e-05 3.919213961853629e-19
5.6526520375476976e-05 3.91941048262201e-19
5.784452541554797e-05 3.9195981642344794e-19
5.9193261823375433e-05 3.9197774074511626e-19
6.057344614930286e-05 3.919948580107331e-19
6.198581165117595e-05 3.920112060124672e-19
6.34311086839044e-05 3.9202681776431184e-19
6.491010509810695e-05 3.92041727669171e-19
6.642358664805138e-05 3.9205596606876833e-19
6.797235740910648e-05 3.92069564234213e-19
6.955724020492732e-05 3.920825501061073e-19
7.117907704460117e-05 3.9209495201604347e-19
7.283872956998614e-05 3.9210679487976127e-19
