# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma
0.3281073929131 6.278089477753064e-33
0.3357577346406907 6.727526769197406e-33
0.343586456160426 7.209137516627304e-33
0.3515977166787018 7.725224744269083e-33
0.359795772380376 8.278256311425725e-33
0.368184978689974 8.870876707875576e-33
0.3767697925856183 9.505919692789776e-33
0.38555477496691104 1.0186421840589867e-32
0.394544593078027 1.0915637047339668e-32
0.4037440229873054 1.1697052087859786e-32
0.4131579521246571 1.2534403272712044e-32
0.42279138187813525 1.343169430514673e-32
0.43264943025104924 1.4393215410694626e-32
0.4427373345810337 1.542356383655013e-32
0.4530604543225162 1.6527665816131995e-32
0.4636242738940635 1.7710800104265665e-32
0.47443440559211736 1.8978623197613556e-32
0.48549659257266914 2.0337196352314166e-32
0.4968167119024568 2.179301453899403e-32
0.5084007776813051 2.3353037465858198e-32
0.5202549442372687 2.502472281896614e-32
0.5323855093962742 2.681606187774466e-32
0.5447989178279997 2.8735617677731707e-32
0.557501764469769 3.0792565898721917e-32
0.5705007980302781 3.299673867708462e-32
0.5838029245750183 3.535867154649785e-32
0.5974152111952977 3.7889653732564644e-32
0.6113448897628128 4.0601782047598333e-32
0.6255993607717623 4.350801861220602e-32
0.6401861972705483 4.662225273609354e-32
0.6551131488851486 4.995936718584922e-32
0.6703881459363026 5.353530920655712e-32
0.686019303652694 5.736716659045502e-32
0.7020149264823721 6.147324920733651e-32
0.7183835125046995 6.58731763321963e-32
0.7351337579451718 7.05879702011443e-32
0.7522745617955077 7.56401563129568e-32
0.7698150305414633 8.105387056673302e-32
