# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_9
3.162277660168379e-07 5.127546103829244e-39
3.2360111549336787e-07 5.095901045261503e-39
3.311463862505236e-07 5.0662415561215505e-39
3.388675869043115e-07 5.038517486869039e-39
3.4676881953794695e-07 5.0126779317552794e-39
3.548542818811901e-07 4.9886713543229686e-39
3.6312826954049566e-07 4.966445306678878e-39
3.715951782811629e-07 4.945945399953525e-39
3.8025950636269697e-07 4.927120377181656e-39
3.89125856928623e-07 4.9099113865421216e-39
3.9819894045202297e-07 4.8942625839244267e-39
4.0748357723809307e-07 4.880115521594409e-39
4.169846999850535e-07 4.867410375223206e-39
4.2670735640476865e-07 4.856084861972154e-39
4.3665671190447213e-07 4.8460773353160875e-39
4.4683805233101997e-07 4.8373207651018814e-39
4.572567867791303e-07 4.829748440544683e-39
4.6791845046510194e-07 4.823290929225271e-39
4.788287076675383e-07 4.817876592093626e-39
4.899933547366384e-07 4.8134315140764464e-39
5.014183231736547e-07 4.809879411377669e-39
5.131096827821533e-07 4.8071415943579644e-39
5.250736448927506e-07 4.805136846790639e-39
5.373165656630395e-07 4.8037814914495165e-39
5.4984494945446e-07 4.802989314933656e-39
5.626654522879044e-07 4.802671636378663e-39
5.757848853798981e-07 4.802737244930759e-39
5.892102187612295e-07 4.803092539883889e-39
6.029485849799565e-07 4.803641594838008e-39
6.17007282890752e-07 4.804286240398852e-39
6.313937815326057e-07 4.804926222045611e-39
6.461157240969403e-07 4.805459447280418e-39
6.611809319882495e-07 4.805782020504e-39
6.765974089794179e-07 4.8057886600236854e-39
6.923733454639272e-07 4.8053728799373355e-39
7.085171228072106e-07 4.804427333784842e-39
7.250373177994646e-07 4.8028442076597657e-39
7.419427072122865e-07 4.80051545041443e-39
7.592422724615558e-07 4.797333365175911e-39
7.769452043790388e-07 4.793190968056134e-39
7.950609080952509e-07 4.7879824674444503e-39
8.135990080361694e-07 4.781603840904905e-39
8.325693530364543e-07 4.773953242024252e-39
8.519820215718901e-07 4.764931645518189e-39
8.718473271138315e-07 4.754443388819585e-39
8.921758236084957e-07 4.7423967483866247e-39
9.12978311084014e-07 4.728704480804149e-39
9.342658413882192e-07 4.7132844187524804e-39
9.560497240602198e-07 4.696060153995705e-39
9.78341532338879e-07 4.67696131391531e-39
1.0011531093113902e-06 4.6559243828367474e-39
1.0244965742052174e-06 4.63289302776129e-39
1.048384328826741e-06 4.607818667157753e-39
1.0728290641500308e-06 4.580660753267083e-39
1.0978437670592484e-06 4.5513872857328495e-39
1.1234417272482566e-06 4.519975043482264e-39
1.149636544281106e-06 4.4864098725077286e-39
1.1764421348171486e-06 4.4506868519110554e-39
1.2038727400046132e-06 4.4128104402236144e-39
1.2319429330465773e-06 4.372794468032279e-39
1.2606676269433496e-06 4.3306621267142004e-39
1.2900620824153782e-06 4.286446020745441e-39
1.3201419160108953e-06 4.2401875996920016e-39
1.3509231084026028e-06 4.1919372780277457e-39
1.38242201287781e-06 4.141754058206927e-39
1.4146553640265304e-06 4.089704846448889e-39
1.447640286632156e-06 4.035864331012652e-39
1.4813943047694329e-06 3.980314311353444e-39
1.5159353511145682e-06 3.9231431121562194e-39
1.5512817764724183e-06 3.8644450367812536e-39
1.587452359525819e-06 3.8043196551098844e-39
1.6244663168122348e-06 3.74287116649588e-39
1.6623433129330315e-06 3.68020765408508e-39
1.7011034710007933e-06 3.616440428899424e-39
1.740767383330235e-06 3.551683220749582e-39
1.7813561223783898e-06 3.486051528531433e-39
1.8228912519398869e-06 3.419661913034117e-39
1.8653948386032614e-06 3.352631234867194e-39
1.908889463474389e-06 3.2850760555861874e-39
1.9533982341732686e-06 3.217111968005631e-39
1.9989447971105317e-06 3.1488530158174863e-39
2.045553350050195e-06 3.0804110858234076e-39
2.0932486549653353e-06 3.011895439619468e-39
2.1420560511935146e-06 2.943412194662969e-39
2.192001468898943e-06 2.8750639490212935e-39
2.2431114428485372e-06 2.8069493423956877e-39
2.2954131265091837e-06 2.739162783299839e-39
2.3489343064737076e-06 2.6717941475252487e-39
2.403703417223201e-06 2.6049285586073232e-39
2.4597495562335635e-06 2.5386462089756072e-39
2.5171024994342686e-06 2.4730222269485493e-39
2.575792717027583e-06 2.4081266003009878e-39
2.635851389676631e-06 2.3440241050292937e-39
2.6973104250709106e-06 2.280774326664706e-39
2.760202474878063e-06 2.2184316713944295e-39
2.8245609520908932e-06 2.157045437226805e-39
2.8904200487788716e-06 2.0966598966932204e-39
2.9578147542535346e-06 2.037314419710355e-39
3.026780873657441e-06 1.9790436091607743e-39
3.097355046986562e-06 1.9218774610892765e-39
3.1695747685562034e-06 1.8658415519516837e-39
3.2434784069208122e-06 1.8109571958225678e-39
3.319105225258239e-06 1.757241679060697e-39
3.3964954022292982e-06 1.704708449565347e-39
3.4756900533236943e-06 1.6533673310296203e-39
3.5567312527036693e-06 1.6032247507374152e-39
3.6396620555569646e-06 1.5542839351793144e-39
3.7245265209709786e-06 1.5065451496808773e-39
3.811369735340273e-06 1.4600059020617603e-39
3.900237836319859e-06 1.4146611568756095e-39
3.991178037336996e-06 1.3705035421751683e-39
4.0842386526745176e-06 1.3275235504077235e-39
4.179469123139017e-06 1.2857097328742394e-39
4.2769200423275275e-06 1.24504888740337e-39
4.376643183506652e-06 1.205526236131658e-39
4.478691527118417e-06 1.1671256008443395e-39
4.583119288927478e-06 1.1298295568874144e-39
4.689981948824612e-06 1.0936195950616562e-39
4.799336280301815e-06 1.0584762624537812e-39
4.911240380614659e-06 1.0243792978521261e-39
5.0257537016479225e-06 9.913077601880957e-40
5.142937081500915e-06 9.592401457500957e-40
5.262852776809252e-06 9.281544988381972e-40
5.385564495820272e-06 8.980285123460336e-40
5.511137432239651e-06 8.688396220229825e-40
5.639638299867211e-06 8.405650932502362e-40
5.771135368040315e-06 8.131820970360706e-40
5.905698497903673e-06 7.866677844706616e-40
6.043399179524854e-06 7.609993498357747e-40
6.184310569875183e-06 7.361540899186858e-40
6.32850753169624e-06 7.121094584742252e-40
6.47606667327258e-06 6.88843108113109e-40
6.627066389131828e-06 6.663329387466507e-40
6.781586901693754e-06 6.445571300629624e-40
6.939710303890459e-06 6.234941752829744e-40
7.101520602780329e-06 6.031229121946817e-40
7.267103764178904e-06 5.834225415254999e-40
7.436547758330399e-06 5.643726528915098e-40
7.609942606644117e-06 5.45953240842542e-40
7.787380429520604e-06 5.2814471858040995e-40
7.968955495292936e-06 5.10927929971353e-40
8.15476427030917e-06 4.942841586576371e-40
8.344905470182516e-06 4.781951354527235e-40
8.539480112236516e-06 4.626430416629931e-40
8.738591569173047e-06 4.476105132338913e-40
8.942345623991688e-06 4.330806414113245e-40
9.150850526189614e-06 4.190369719318641e-40
9.364217049271877e-06 4.054635039414491e-40
9.58255854960264e-06 3.923446880766756e-40
9.805991026628606e-06 3.796654181515036e-40
1.0034633184506672e-05 3.674110314156142e-40
1.0268606495168497e-05 3.555672999319043e-40
1.0508035262855554e-05 3.4412042447681215e-40
1.07530466901589e-05 3.330570287345487e-40
1.1003770945598772e-05 3.223641487496587e-40
1.1260341232779899e-05 3.1202922805990874e-40
1.1522893861159297e-05 3.020401074726963e-40
1.1791568318464117e-05 2.923850168892923e-40
1.206650734479802e-05 2.830525661997468e-40
1.2347857008475478e-05 2.7403173632456593e-40
1.263576678362426e-05 2.653118697711772e-40
1.293038962959737e-05 2.5688266147365014e-40
1.3231882072236462e-05 2.4873414937528338e-40
1.3540404287030327e-05 2.408567049871809e-40
1.3856120184212054e-05 2.3324102391755672e-40
1.4179197495840522e-05 2.258781175542143e-40
1.4509807864912299e-05 2.1875930186636555e-40
1.484812693655133e-05 2.1187619026011685e-40
1.5194334451324849e-05 2.052206835821229e-40
1.5548614340735104e-05 1.987849614338672e-40
1.5911154824937624e-05 1.925614736322008e-40
1.6282148512737936e-05 1.865429313581714e-40
1.6661792503919872e-05 1.8072229898756625e-40
1.7050288493959805e-05 1.750927858621685e-40
1.7447842881182494e-05 1.6964783825025466e-40
1.785466687641539e-05 1.643811314226109e-40
1.8270976615199758e-05 1.592865621490546e-40
1.869699327261814e-05 1.543582411804822e-40
1.91329431807992e-05 1.4959048601963738e-40
1.957905794916243e-05 1.4497781389341752e-40
2.003557458746648e-05 1.405149348110153e-40
2.0502735631726606e-05 1.3619674504339681e-40
2.0980789273068064e-05 1.3201832053574649e-40
2.1469989489583918e-05 1.2797491084772354e-40
2.1970596181267336e-05 1.2406193273601262e-40
2.2482875308090033e-05 1.2027496458286658e-40
2.3007099031300245e-05 1.1660974059864853e-40
2.354354585801526e-05 1.1306214527157904e-40
2.4092500789185385e-05 1.0962820804168535e-40
2.4654255471007912e-05 1.0630409825427793e-40
2.5229108349871537e-05 1.0308611993462076e-40
2.5817364830913554e-05 9.997070719812646e-41
2.641933744027406e-05 9.695441948516592e-41
2.7035345991133382e-05 9.403393712452694e-41
2.7665717753620915e-05 9.120605685644943e-41
2.8310787628685666e-05 8.84676877926917e-41
2.8970898326020842e-05 8.581584737363539e-41
2.964640054613707e-05 8.324765725796948e-41
3.033765316668089e-05 8.076033981494369e-41
3.104502343309761e-05 7.835121434388423e-41
3.176888715373972e-05 7.601769361108124e-41
3.25096288995246e-05 7.375728049834561e-41
3.326764220824756e-05 7.156756468838944e-41
