# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
9.560497240602198e-07 2.190497769575651e-33 2.1906165060012417e-33 2.537817439267336e-33 3.430886938302703e-33 5.2903417431569435e-33 1.1058063275193403e-32 1.395164325478549e-32 3.122587956300368e-33
9.78341532338879e-07 2.135785159129927e-33 2.1359061178234342e-33 2.479966526948912e-33 3.352713082208445e-33 5.16979970867889e-33 1.0806101975625379e-32 1.3633750938287205e-32 3.05143889265785e-33
1.0011531093113902e-06 2.0824495991152933e-33 2.082572822803004e-33 2.4234403502476525e-33 3.276320440822622e-33 5.052004260902189e-33 1.0559881690765532e-32 1.3323101896526228e-32 2.9819109828784577e-33
1.0244965742052174e-06 2.030456125804881e-33 2.0305816580454628e-33 2.3682077371235563e-33 3.2016684293162215e-33 4.9368928185447484e-33 1.0319271610651033e-32 1.301953108950901e-32 2.913967288839329e-33
1.048384328826741e-06 1.979770672013245e-33 1.97989855721371e-33 2.314238339626617e-33 3.128717387093231e-33 4.82440422522057e-33 1.008414390418366e-32 1.2722877238362244e-32 2.84757171361182e-33
1.0728290641500308e-06 1.9303600442020074e-33 1.9304903276340204e-33 2.2615026053131716e-33 3.057428557520166e-33 4.714478718947573e-33 9.854373655279607e-33 1.2432982737861096e-32 2.7826889829141225e-33
1.0978437670592484e-06 1.8821918992475468e-33 1.8823246270639786e-33 2.2099717491294622e-33 2.9877640668643426e-33 4.607057898674567e-33 9.629838791154963e-33 1.2149693573578047e-32 2.7192846261478722e-33
1.1234417272482566e-06 1.8352347240435687e-33 1.8353699432957178e-33 2.159617726925439e-33 2.9196869042129767e-33 4.502084694498896e-33 9.410420022558169e-33 1.1872859241438372e-32 2.6573249578260095e-33
1.149636544281106e-06 1.7894578111153557e-33 1.7895955697697516e-33 2.1104132107378957e-33 2.853160902042083e-33 4.3995033367638045e-33 9.196000777707504e-33 1.1602332666339989e-32 2.5967770612519135e-33
1.1764421348171486e-06 1.744831240267084e-33 1.7449715872232173e-33 2.06233156364609e-33 2.788150716866211e-33 4.299259326439933e-33 8.986467140906021e-33 1.1337970123936984e-32 2.5376087678326065e-33
1.2038727400046132e-06 1.7013258569105413e-33 1.7014688423202642e-33 2.0153468177719635e-33 2.7246218104692302e-33 4.2012994065340556e-33 8.78170779234883e-33 1.1079631165022904e-32 2.479788643398012e-33
1.2319429330465773e-06 1.658913253811745e-33 1.65905892789076e-33 1.969433651874663e-33 2.662540431507039e-33 4.1055715331963206e-33 8.581613948108535e-33 1.0827178539899615e-32 2.4232859693633922e-33
1.2606676269433496e-06 1.6175657486581986e-33 1.6177141635143537e-33 1.9245673706052982e-33 2.6018735976835782e-33 4.012024848551884e-33 8.38607930307949e-33 1.0580478128214282e-32 2.3680707272996708e-33
1.2900620824153782e-06 1.577256368696119e-33 1.5774075771132727e-33 1.88072388490382e-33 2.5425890783090535e-33 3.920609653817921e-33 8.19499997571374e-33 1.0339398863270582e-32 2.3141135827468167e-33
1.3201419160108953e-06 1.5379588299111995e-33 1.538112885783052e-33 1.8378796921087693e-33 2.484655376832043e-33 3.831277382071514e-33 8.008274448991502e-33 1.010381266478771e-32 2.261385869602887e-33
1.3509231084026028e-06 1.4996475214924566e-33 1.499804479672164e-33 1.7960118602468092e-33 2.4280417145014877e-33 3.7439805733890204e-33 7.825803520735564e-33 9.873594373201467e-33 2.2098595748920318e-33
1.38242201287781e-06 1.4622974853714717e-33 1.4624574018042571e-33 1.7550980071727124e-33 2.372718013811233e-33 3.658672849099643e-33 7.647490248506974e-33 9.648621676652081e-33 2.1595073240102743e-33
1.4146553640265304e-06 1.425884402903451e-33 1.4260473346185816e-33 1.7151162875381275e-33 2.318654882594093e-33 3.575308887397543e-33 7.47323989923903e-33 9.42877505747071e-33 2.1103023660586877e-33
1.447640286632156e-06 1.390384575062109e-33 1.3905505801928917e-33 1.6760453756237385e-33 2.2658235983296896e-33 3.49384439899225e-33 7.302959897644552e-33 9.213937712272543e-33 2.062218559606773e-33
1.4813943047694329e-06 1.3557749088768033e-33 1.3559440466813023e-33 1.637864450588193e-33 2.2141960929228542e-33 3.4142361037066066e-33 7.136559777806171e-33 9.003995504501354e-33 2.015230358945357e-33
1.5159353511145682e-06 1.3220329004870375e-33 1.3222052313689148e-33 1.6005531823451343e-33 2.1637449379255468e-33 3.336441707788253e-33 6.97395113609704e-33 8.798836897146178e-33 1.969312800416435e-33
1.5512817764724183e-06 1.2891366204399225e-33 1.2893122059696869e-33 1.564091717854944e-33 2.1144433297880135e-33 3.260419881214302e-33 6.815047583565435e-33 8.598352894491819e-33 1.9244414891379268e-33
1.587452359525819e-06 1.2570646987014164e-33 1.2572436016378994e-33 1.5284606681310906e-33 2.0662650757153383e-33 3.186130234969064e-33 6.659764696647517e-33 8.402436984236553e-33 1.880592586091707e-33
1.6244663168122348e-06 1.2257963101409694e-33 1.2259785944531233e-33 1.4936410956629115e-33 2.0191845795627514e-33 3.11353330111617e-33 6.508019978344236e-33 8.210985081392629e-33 1.8377427954421245e-33
1.6623433129330315e-06 1.1953111607564209e-33 1.1954968916455251e-33 1.459614502525795e-33 1.9731768284658254e-33 3.0425905103892446e-33 6.359732809470249e-33 8.023895472237814e-33 1.795869352148754e-33
1.7011034710007933e-06 1.1655894738775678e-33 1.1657787177996096e-33 1.4263628191125168e-33 1.9282173797592515e-33 2.9732641731836816e-33 6.214824411057118e-33 7.841068759835737e-33 1.7549500098952434e-33
1.740767383330235e-06 1.1366119766578293e-33 1.1368048013378723e-33 1.3938683926286157e-33 1.884282347290335e-33 2.905517457665996e-33 6.0732177947662186e-33 7.662407814816077e-33 1.714963029235591e-33
1.7813561223783898e-06 1.1083598872188877e-33 1.108556361707555e-33 1.3621139767735045e-33 1.841348389201348e-33 2.8393143713281767e-33 5.934837726917217e-33 7.487817717263356e-33 1.675887166070948e-33
1.8228912519398869e-06 1.080814902299093e-33 1.0810150969457737e-33 1.3310827219615787e-33 1.799392696241326e-33 2.7746197435434735e-33 5.799610696053344e-33 7.317205712281794e-33 1.637701660387325e-33
1.8653948386032614e-06 1.0539591844492724e-33 1.05416317095913e-33 1.3007581642966462e-33 1.758392977647099e-33 2.7113992022009867e-33 5.667464853012302e-33 7.150481158017083e-33 1.600386225137236e-33
1.908889463474389e-06 1.0277753502671663e-33 1.027983201716627e-33 1.2711242174997104e-33 1.7183274514047294e-33 2.6496191602867806e-33 5.538329993906007e-33 6.987555476356863e-33 1.5639210355652568e-33
1.9533982341732686e-06 1.0022464587257924e-33 1.0024582495867501e-33 1.2421651626567603e-33 1.6791748316072807e-33 2.5892467956385075e-33 5.412137513038801e-33 6.828342112898627e-33 1.528286718614759e-33
1.9989447971105317e-06 9.773559998757089e-34 9.77571806039909e-34 1.2138656399817223e-33 1.640914317240326e-33 2.5302500337337398e-33 5.2888203665975565e-33 6.672756478065413e-33 1.4934643426502536e-33
2.045553350050195e-06 9.530878836515112e-34 9.533077824553072e-34 1.1862106400257745e-33 1.6035255815032506e-33 2.472597531384292e-33 5.168313040765774e-33 6.520715913756975e-33 1.4594354074150807e-33
2.0932486549653353e-06 9.294264290716681e-34 9.296504993208254e-34 1.1591854953212951e-33 1.5669887604529675e-33 2.4162586589250454e-33 5.050551511475017e-33 6.372139644724579e-33 1.4261818341642178e-33
2.1420560511935146e-06 9.063563537999854e-34 9.065846757948898e-34 1.1327758724478784e-33 1.5312844429296987e-33 2.3612034850146626e-33 4.93547321551567e-33 6.226948736117328e-33 1.3936859560934515e-33
2.192001468898943e-06 8.838627637213866e-34 8.84095419282325e-34 1.1069677639258128e-33 1.4963936595713228e-33 2.307402759061915e-33 4.8230170094735355e-33 6.085066051522002e-33 1.3619305089587366e-33
2.2431114428485372e-06 8.619311437654785e-34 8.621682162584937e-34 1.0817474818732268e-33 1.4622978750640273e-33 2.2548279013985934e-33 4.7131231633804046e-33 5.94641621232973e-33 1.330898621857347e-33
2.2954131265091837e-06 8.405473464506439e-34 8.407889208127038e-34 1.0571016478920976e-33 1.428978973280143e-33 2.203450975993732e-33 4.605733273262658e-33 5.810925557169293e-33 1.3005738083367575e-33
2.3489343064737076e-06 8.196975847821563e-34 8.199437475477834e-34 1.033017189606657e-33 1.396419254438954e-33 2.1532446918379918e-33 4.500790305760749e-33 5.6785221032248385e-33 1.2709399575565807e-33
2.403703417223201e-06 7.993684207107321e-34 7.996192600373997e-34 1.0094813299846965e-33 1.3646014189446441e-33 2.1041823723523578e-33 4.3982384917299556e-33 5.549135507758354e-33 1.241981325774897e-33
2.4597495562335635e-06 7.795467578256679e-34 7.79802363520329e-34 9.864815832208874e-34 1.3335085631246252e-33 2.056237952930911e-33 4.298023353202961e-33 5.422697031101275e-33 1.2136825280209307e-33
2.5171024994342686e-06 7.602198318794591e-34 7.604802954247332e-34 9.640057469391946e-34 1.3031241680634027e-33 2.009385961937384e-33 4.200091648299306e-33 5.299139499009776e-33 1.1860285298070523e-33
2.575792717027583e-06 7.413752025034507e-34 7.416406170840853e-34 9.420418959330087e-34 1.2734320912409548e-33 1.963601508074399e-33 4.104391348367537e-33 5.178397268606435e-33 1.1590046392595657e-33
2.635851389676631e-06 7.23000744589752e-34 7.232712051187481e-34 9.205783757193299e-34 1.2444165576703575e-33 1.918860266562892e-33 4.010871610345933e-33 5.060406194397063e-33 1.1325964992462901e-33
2.6973104250709106e-06 7.050846408910162e-34 7.053602440364377e-34 8.99603797105626e-34 1.2160621528788493e-33 1.8751384694166796e-33 3.919482749259604e-33 4.9451035879975075e-33 1.1067900797959386e-33
2.760202474878063e-06 6.8761537319226105e-34 6.878962174031859e-34 8.791070288282737e-34 1.1883538119879521e-33 1.8324128863368268e-33 3.830176212451857e-33 4.8324281929583924e-33 1.081571670569395e-33
2.8245609520908932e-06 6.705817154514458e-34 6.708679009845389e-34 8.590771929621601e-34 1.1612768145131302e-33 1.790660818999681e-33 3.742904553876668e-33 4.722320147797496e-33 1.05692787366543e-33
2.8904200487788716e-06 6.539727259217927e-34 6.542643549072001e-34 8.395036585980295e-34 1.134816774999022e-33 1.7498600854015453e-33 3.657621407971157e-33 4.614720954650809e-33 1.0328455964138232e-33
2.9578147542535346e-06 6.377777402273147e-34 6.38074916535782e-34 8.203760365019582e-34 1.1089596359932213e-33 1.7099890094643566e-33 3.574281466023431e-33 4.5095734487688665e-33 1.0093120445597615e-33
3.026780873657441e-06 6.219863637198218e-34 6.22289193227077e-34 8.016841733655069e-34 1.0836916600887656e-33 1.6710264083596593e-33 3.4928404515514305e-33 4.4068217678824863e-33 9.86314715249409e-34
3.097355046986562e-06 6.065884649931907e-34 6.068970554464749e-34 7.834181466125167e-34 1.0589994228463575e-33 1.6329515819483653e-33 3.4132550953016996e-33 4.306411322556797e-33 9.638413905854538e-34
3.1695747685562034e-06 5.91574169310741e-34 5.918886303942066e-34 7.655682595571788e-34 1.0348698063548707e-33 1.595744303077763e-33 3.335483120401508e-33 4.208288766927865e-33 9.418801310521656e-34
3.2434784069208122e-06 5.769338514193591e-34 5.7725429479930125e-34 7.481250354322516e-34 1.0112899906659449e-33 1.559384803392679e-33 3.259483203744494e-33 4.1124019716295495e-33 9.204192691683327e-34
3.319105225258239e-06 5.626581298771097e-34 5.629846691445152e-34 7.310792132475604e-34 9.882474485221513e-34 1.5238537663171912e-33 3.1852149699429294e-33 4.0186999939354686e-33 8.994474032897517e-34
3.3964954022292982e-06 5.48737860231851e-34 5.490706110497099e-34 7.1442174245284544e-34 9.657299378511034e-34 1.4891323151402825e-33 3.112638962319262e-33 3.927133052033373e-33 8.78953391645215e-34
3.4756900533236943e-06 5.351641295383135e-34 5.355032095831866e-34 6.9814377854486834e-34 9.437254959374195e-34 1.4552020029198968e-33 3.041716621743442e-33 3.837652499148516e-33 8.589263462080563e-34
3.5567312527036693e-06 5.219282499759395e-34 5.222737789779466e-34 6.822366779614625e-34 9.222224322452354e-34 1.4220448040693794e-33 2.9724102723014927e-33 3.750210796154432e-33 8.393556271231842e-34
3.6396620555569646e-06 5.090217532576022e-34 5.093738530356515e-34 6.666919937047945e-34 9.012093225279865e-34 1.3896431022587894e-33 2.9046830899242085e-33 3.664761487536507e-33 8.20230836956773e-34
3.7245265209709786e-06 4.96436385185198e-34 4.967951796489136e-34 6.5150147111614475e-34 8.806750031710322e-34 1.357979683501112e-33 2.838499093909914e-33 3.581259176051479e-33 8.015418151786003e-34
3.811369735340273e-06 4.841640999901325e-34 4.845297151733232e-34 6.3665704323259925e-34 8.606085647270388e-34 1.327037725778635e-33 2.7738231223588375e-33 3.499659499356396e-33 7.832786327674141e-34
3.900237836319859e-06 4.721970551298409e-34 4.725696192067346e-34 6.221508266961512e-34 8.409993464184388e-34 1.2968007904141686e-33 2.710620814616546e-33 3.419919105261235e-33 7.654315869506391e-34
3.991178037336996e-06 4.605276060463592e-34 4.609072493499229e-34 6.079751174913139e-34 8.218369302852603e-34 1.2672528131464966e-33 2.6488585926531675e-33 3.3419956290614376e-33 7.479911960222101e-34
4.0842386526745176e-06 4.49148301234019e-34 4.495351562732406e-34 5.941223870748034e-34 8.03111136008491e-34 1.2383780963571927e-33 2.588503643945973e-33 3.265847673848861e-33 7.309481943623646e-34
4.179469123139017e-06 4.3805187710436155e-34 4.384460785797588e-34 5.805852780143099e-34 7.848120147965754e-34 1.2101612990680686e-33 2.5295239032764947e-33 3.191434782216056e-33 7.142935274159154e-34
4.2769200423275275e-06 4.27231253408561e-34 4.276329382265695e-34 5.6735660051231415e-34 7.66929844849985e-34 1.18258743057535e-33 2.471888036154282e-33 3.118717421075093e-33 6.980183469793564e-34
