# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
5.892102187612295e-07 3.0096345575795116e-43 3.4860905202942618e-43 5.255737321505595e-43 7.043476263695962e-43 1.0670199856057512e-42 2.1150048396388583e-42 2.0846397841951086e-42 3.0074501114069795e-43
6.029485849799565e-07 3.0082373213005556e-43 3.4860895940413623e-43 5.255737412526537e-43 7.043476427169091e-43 1.0670200231150134e-42 2.1150049879664326e-42 2.0846402719926574e-42 3.0074517841978924e-43
6.17007282890752e-07 3.006896931354907e-43 3.4860887537635666e-43 5.25573750784155e-43 7.043476598354325e-43 1.0670200623938361e-42 2.11500514329161e-42 2.0846407828029892e-42 3.007453535906475e-43
6.313937815326057e-07 3.005612377075537e-43 3.4860879922749228e-43 5.255737607653205e-43 7.0434767776155014e-43 1.0670201035257004e-42 2.115005305944515e-42 2.0846413177117763e-42 3.0074553702558785e-43
6.461157240969403e-07 3.0043825857117274e-43 3.486087303016836e-43 5.255737712173611e-43 7.043476965333593e-43 1.0670201465980256e-42 2.1150054762708414e-42 2.0846418778559187e-42 3.0074572911449207e-43
6.611809319882495e-07 3.0032064261499257e-43 3.486086680006704e-43 5.2557378216249545e-43 7.043477161907589e-43 1.0670201917023562e-42 2.1150056546325945e-42 2.084642464425935e-42 3.007459302656351e-43
6.765974089794179e-07 3.002082712951988e-43 3.4860861177897517e-43 5.255737936239812e-43 7.0434773677552516e-43 1.0670202389345534e-42 2.1150058414088562e-42 2.0846430786685165e-42 3.0074614090655128e-43
6.923733454639272e-07 3.0010102106682443e-43 3.4860856113957097e-43 5.255738056261804e-43 7.043477583314106e-43 1.067020288395005e-42 2.1150060369965993e-42 2.084643721889196e-42 3.0074636148495125e-43
7.085171228072106e-07 2.999987638351372e-43 3.4860851562934873e-43 5.255738181946027e-43 7.043477809042265e-43 1.0670203401888277e-42 2.1150062418115117e-42 2.0846443954550458e-42 3.007465924696619e-43
7.250373177994646e-07 2.9990136743247653e-43 3.4860847483620652e-43 5.255738313559593e-43 7.043478045419496e-43 1.0670203944261054e-42 2.1150064562889032e-42 2.0846451007976852e-42 3.0074683435163453e-43
7.419427072122865e-07 2.9980869610589054e-43 3.4860843838482296e-43 5.255738451382209e-43 7.043478292948172e-43 1.0670204512221083e-42 2.1150066808846127e-42 2.0846458394162432e-42 3.0074708764497902e-43
7.592422724615558e-07 2.997206110192527e-43 3.4860840593426754e-43 5.255738595706818e-43 7.04347855215437e-43 1.0670205106975474e-42 2.1150069160759832e-42 2.0846466128805646e-42 3.007473528880613e-43
7.769452043790388e-07 2.9963697076049057e-43 3.4860837717453493e-43 5.2557387468401445e-43 7.043478823589e-43 1.0670205729788301e-42 2.1150071623628862e-42 2.0846474228345988e-42 3.007476306446502e-43
7.950609080952509e-07 2.995576318520614e-43 3.486083518244712e-43 5.255738905103408e-43 7.043479107828955e-43 1.0670206381983248e-42 2.1150074202687682e-42 2.084648270999816e-42 3.0074792150510964e-43
8.135990080361694e-07 2.9948244926250923e-43 3.486083296291114e-43 5.2557390708329394e-43 7.043479405478324e-43 1.0670207064946426e-42 2.115007690341761e-42 2.0846491591788946e-42 3.007482260876559e-43
8.325693530364543e-07 2.994112769075113e-43 3.486083103575113e-43 5.255739244381013e-43 7.043479717169715e-43 1.0670207780129375e-42 2.1150079731558726e-42 2.0846500892595863e-42 3.0074854503967623e-43
8.519820215718901e-07 2.99343968146212e-43 3.486082938009879e-43 5.255739426116443e-43 7.0434800435655854e-43 1.0670208529052121e-42 2.1150082693121833e-42 2.0846510632187005e-42 3.007488790390997e-43
8.718473271138315e-07 2.9928037626289213e-43 3.486082797709178e-43 5.255739616425489e-43 7.043480385359617e-43 1.0670209313306338e-42 2.115008579440122e-42 2.0846520831262795e-42 3.007492287958391e-43
8.921758236084957e-07 2.9922035493160236e-43 3.4860826809761526e-43 5.255739815712606e-43 7.043480743278235e-43 1.0670210134558827e-42 2.1150089041988205e-42 2.084653151150054e-42 3.007495950533028e-43
9.12978311084014e-07 2.9916375865966324e-43 3.48608258628303e-43 5.255740024401347e-43 7.0434811180821385e-43 1.0670210994555036e-42 2.115009244278507e-42 2.0846542695600122e-42 3.007499785899727e-43
9.342658413882192e-07 2.9911044321436914e-43 3.4860825122612684e-43 5.255740242935242e-43 7.043481510567898e-43 1.0670211895122722e-42 2.1150096004019604e-42 2.0846554407332265e-42 3.007503802210596e-43
9.560497240602198e-07 2.9906026601780744e-43 3.4860824576872963e-43 5.255740471778753e-43 7.043481921569672e-43 1.0670212838175889e-42 2.1150099733260733e-42 2.084656667158938e-42 3.0075080080023786e-43
9.78341532338879e-07 2.9901308652151388e-43 3.4860824214707883e-43 5.255740711418234e-43 7.043482351960958e-43 1.0670213825718798e-42 2.115010363843424e-42 2.0846579514437863e-42 3.0075124122145712e-43
1.0011531093113902e-06 2.989687665467441e-43 3.486082402646479e-43 5.255740962362981e-43 7.043482802656468e-43 1.0670214859850294e-42 2.115010772783998e-42 2.0846592963174194e-42 3.0075170242084496e-43
1.0244965742052174e-06 2.9892717060052462e-43 3.486082400362198e-43 5.255741225146336e-43 7.043483274614073e-43 1.0670215942768255e-42 2.1150112010169365e-42 2.084660704638266e-42 3.0075218537869933e-43
1.048384328826741e-06 2.988881661584578e-43 3.486082413872219e-43 5.255741500326785e-43 7.043483768836814e-43 1.0670217076774177e-42 2.115011649452367e-42 2.0846621793995762e-42 3.0075269112156683e-43
1.0728290641500308e-06 2.9885162391789267e-43 3.486082442529035e-43 5.2557417884891865e-43 7.0434842863750766e-43 1.0670218264278196e-42 2.115012119043375e-42 2.0846637237358557e-42 3.007532207244298e-43
1.0978437670592484e-06 2.9881741801775247e-43 3.4860824857754016e-43 5.255742090245923e-43 7.0434848283287645e-43 1.0670219507804097e-42 2.1150126107879842e-42 2.0846653409294568e-42 3.0075377531299113e-43
1.1234417272482566e-06 2.987854262315323e-43 3.486082543139147e-43 5.255742406238358e-43 7.043485395849682e-43 1.0670220809994736e-42 2.1150131257313154e-42 2.0846670344176025e-42 3.0075435606606415e-43
1.149636544281106e-06 2.9875553012863957e-43 3.4860826142292553e-43 5.2557427371380345e-43 7.0434859901439776e-43 1.0670222173617658e-42 2.1150136649677877e-42 2.084668807799675e-42 3.0075496421808493e-43
1.1764421348171486e-06 2.9872761520340136e-43 3.4860826987258585e-43 5.255743083648217e-43 7.043486612474687e-43 1.0670223601570945e-42 2.1150142296434513e-42 2.0846706648448705e-42 3.0075560106173205e-43
1.2038727400046132e-06 2.9870157098149718e-43 3.4860827963798836e-43 5.2557434465053194e-43 7.0434872641644176e-43 1.0670225096889391e-42 2.115014820958417e-42 2.0846726095001965e-42 3.0075626795067566e-43
1.2319429330465773e-06 2.986772910930485e-43 3.4860829070079014e-43 5.2557438264805015e-43 7.0434879465982024e-43 1.0670226662750984e-42 2.1150154401694215e-42 2.0846746458989023e-42 3.007569663024593e-43
1.2606676269433496e-06 2.9865467332680948e-43 3.486083030487726e-43 5.255744224381341e-43 7.043488661226382e-43 1.0670228302483588e-42 2.1150160885924704e-42 2.0846767783691977e-42 3.0075769760150865e-43
1.2900620824153782e-06 2.9863361965364902e-43 3.4860831667560636e-43 5.2557446410534415e-43 7.0434894095677156e-43 1.0670230019572077e-42 2.1150167676056676e-42 2.0846790114435274e-42 3.0075846340229238e-43
1.3201419160108953e-06 2.9861403623343747e-43 3.486083315805242e-43 5.255745077382319e-43 7.043490193212613e-43 1.0670231817665708e-42 2.1150174786521158e-42 2.0846813498681362e-42 3.0075926533262368e-43
1.3509231084026028e-06 2.985958333956938e-43 3.4860834776811624e-43 5.2557455342953135e-43 7.043491013826514e-43 1.0670233700585896e-42 2.1150182232430052e-42 2.0846837986132208e-42 3.0076010509712626e-43
1.38242201287781e-06 2.98578925606303e-43 3.486083652479065e-43 5.2557460127634365e-43 7.043491873153417e-43 1.0670235672334313e-42 2.115019002960808e-42 2.084686362883444e-42 3.007609844808549e-43
1.4146553640265304e-06 2.9856323141696796e-43 3.4860838403453546e-43 5.255746513803552e-43 7.043492773019572e-43 1.0670237737101408e-42 2.1150198194626505e-42 2.0846890481290268e-42 3.007619053530928e-43
1.447640286632156e-06 2.985486733936168e-43 3.486084041472665e-43 5.255747038480472e-43 7.043493715337399e-43 1.0670239899275288e-42 2.1150206744838327e-42 2.0846918600573167e-42 3.007628696713275e-43
1.4813943047694329e-06 2.985351780391201e-43 3.4860842561002077e-43 5.255747587909225e-43 7.043494702109523e-43 1.0670242163451074e-42 2.1150215698415128e-42 2.0846948046449374e-42 3.0076387948541305e-43
1.5159353511145682e-06 2.9852267569988943e-43 3.486084484513232e-43 5.255748163257485e-43 7.043495735433032e-43 1.0670244534440645e-42 2.115022507438575e-42 2.084697888150478e-42 3.0076493694192886e-43
1.5512817764724183e-06 2.9851110046132907e-43 3.486084727039193e-43 5.255748765747946e-43 7.0434968175039384e-43 1.0670247017282862e-42 2.1150234892676658e-42 2.0847011171277985e-42 3.0076604428874547e-43
1.587452359525819e-06 2.9850039004123917e-43 3.4860849840519648e-43 5.255749396661024e-43 7.043497950621844e-43 1.0670249617254276e-42 2.115024517415433e-42 2.084704498439976e-42 3.007672038798066e-43
1.6244663168122348e-06 2.9849048566881635e-43 3.4860852559670634e-43 5.255750057337477e-43 7.043499137194826e-43 1.0670252339880341e-42 2.1150255940669565e-42 2.0847080392738662e-42 3.0076841818013137e-43
1.6623433129330315e-06 2.9848133196138803e-43 3.486085543242639e-43 5.255750749181388e-43 7.0435003797445405e-43 1.0670255190947151e-42 2.1150267215103956e-42 2.0847117471554123e-42 3.007696897710632e-43
1.7011034710007933e-06 2.9847287679920716e-43 3.4860858463812217e-43 5.2557514736630044e-43 7.0435016809116004e-43 1.0670258176513736e-42 2.115027902141848e-42 2.0847156299656186e-42 3.0077102135575478e-43
1.740767383330235e-06 2.9846507119378463e-43 3.486086165928181e-43 5.255752232321951e-43 7.04350304346118e-43 1.0670261302924933e-42 2.1150291384704363e-42 2.0847196959573097e-42 3.0077241576492138e-43
1.7813561223783898e-06 2.98457869156368e-43 3.486086502472328e-43 5.255753026770454e-43 7.043504470288878e-43 1.0670264576824885e-42 2.1150304331236557e-42 2.0847239537726873e-42 3.007738759628608e-43
1.8228912519398869e-06 2.984512275654481e-43 3.4860868566458776e-43 5.255753858696802e-43 7.043505964426866e-43 1.0670268005171102e-42 2.1150317888529334e-42 2.084728412461682e-42 3.0077540505375937e-43
1.8653948386032614e-06 2.984451060335731e-43 3.486087229126587e-43 5.255754729868936e-43 7.043507529050351e-43 1.0670271595249288e-42 2.1150332085394913e-42 2.0847330815012008e-42 3.0077700628829597e-43
1.908889463474389e-06 2.984394667755023e-43 3.48608762063758e-43 5.2557556421381595e-43 7.043509167484323e-43 1.0670275354688839e-42 2.1150346952004717e-42 2.0847379708152794e-42 3.0077868307055623e-43
1.9533982341732686e-06 2.9843427447976155e-43 3.4860880319479153e-43 5.255756597443099e-43 7.04351088321058e-43 1.0670279291478996e-42 2.1150362519953327e-42 2.0847430907961708e-42 3.0078043896527622e-43
1.9989447971105317e-06 2.9842949617827563e-43 3.486088463875609e-43 5.255757597813832e-43 7.043512679875155e-43 1.0670283413985825e-42 2.1150378822325618e-42 2.084748452326431e-42 3.0078227770542595e-43
2.045553350050195e-06 2.984251011235228e-43 3.4860889172851353e-43 5.25575864537618e-43 7.043514561296069e-43 1.0670287730970053e-42 2.1150395893767302e-42 2.0847540668020802e-42 3.007842032001535e-43
2.0932486549653353e-06 2.9842106066613823e-43 3.4860893930939768e-43 5.255759742356226e-43 7.04351653147139e-43 1.0670292251605566e-42 2.115041377055813e-42 2.0847599461567945e-42 3.0078621954309918e-43
2.1420560511935146e-06 2.98417348135983e-43 3.4860898922676766e-43 5.2557608910850635e-43 7.043518594587798e-43 1.0670296985499008e-42 2.1150432490689338e-42 2.0847661028873047e-42 3.00788331021112e-43
2.192001468898943e-06 2.9841393872898168e-43 3.4860904158295912e-43 5.255762094003711e-43 7.043520755029421e-43 1.0670301942710116e-42 2.1150452093944156e-42 2.084772550079948e-42 3.0079054212336748e-43
2.2431114428485372e-06 2.9841080939584573e-43 3.486090964855912e-43 5.255763353668353e-43 7.0435230173871764e-43 1.0670307133773112e-42 2.1150472621982406e-42 2.0847793014384996e-42 3.0079285755092457e-43
2.2954131265091837e-06 2.984079387366662e-43 3.4860915404793157e-43 5.255764672755682e-43 7.043525386468489e-43 1.0670312569719072e-42 2.115049411842896e-42 2.084786371313299e-42 3.0079528222672844e-43
2.3489343064737076e-06 2.9840530689926625e-43 3.4860921438937755e-43 5.255766054068675e-43 7.0435278673075454e-43 1.0670318262099367e-42 2.1150516628966464e-42 2.0847937747317588e-42 3.0079782130609195e-43
2.403703417223201e-06 2.9840289548317263e-43 3.486092776354331e-43 5.2557675005424754e-43 7.043530465175937e-43 1.0670324223010166e-42 2.1150540201432337e-42 2.0848015274303225e-42 3.0080048018766526e-43
2.4597495562335635e-06 2.9840068744393697e-43 3.4860934391789338e-43 5.25576901525068e-43 7.043533185593904e-43 1.0670330465118177e-42 2.1150564885920448e-42 2.0848096458879206e-42 3.008032645249326e-43
2.5171024994342686e-06 2.9839866701049517e-43 3.4860941337543e-43 5.2557706014118106e-43 7.043536034342004e-43 1.0670337001687476e-42 2.1150590734887453e-42 2.084818147360995e-42 3.0080618023824287e-43
2.575792717027583e-06 2.9839681959492324e-43 3.4860948615348492e-43 5.255772262396222e-43 7.0435390174734405e-43 1.067034384660775e-42 2.115061780326431e-42 2.0848270499202023e-42 3.0080923352741994e-43
2.635851389676631e-06 2.9839513171898533e-43 3.4860956240481426e-43 5.25577400173315e-43 7.043542141326869e-43 1.0670351014423713e-42 2.11506461485728e-42 2.0848363724888292e-42 3.008124308849589e-43
2.6973104250709106e-06 2.9839359093678632e-43 3.486096422897879e-43 5.2557758231183284e-43 7.043545412539893e-43 1.0670358520366092e-42 2.1150675831048024e-42 2.0848461348830364e-42 3.00815779109855e-43
2.760202474878063e-06 2.9839218576364447e-43 3.4860972597640905e-43 5.255777730421713e-43 7.043548838063118e-43 1.0670366380383853e-42 2.115070691376596e-42 2.0848563578539805e-42 3.0081928532207993e-43
2.8245609520908932e-06 2.983909056105317e-43 3.486098136411401e-43 5.255779727695825e-43 7.043552425174945e-43 1.0670374611178156e-42 2.1150739462777704e-42 2.084867063131951e-42 3.0082295697774847e-43
