# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_9
3.162277660168379e-07 6.133180490623401e-40
3.2360111549336787e-07 6.4336658393467636e-40
3.311463862505236e-07 6.7506559257454216e-40
3.388675869043115e-07 7.085008839894791e-40
3.4676881953794695e-07 7.437614969510371e-40
3.548542818811901e-07 7.80939667890843e-40
3.6312826954049566e-07 8.201307767315878e-40
3.715951782811629e-07 8.614332678589877e-40
3.8025950636269697e-07 9.049485440397376e-40
3.89125856928623e-07 9.507808303836225e-40
3.9819894045202297e-07 9.990370056325891e-40
4.0748357723809307e-07 1.049826397791214e-39
4.169846999850535e-07 1.1032605412183031e-39
4.2670735640476865e-07 1.1594528918126712e-39
4.3665671190447213e-07 1.218518497381304e-39
4.4683805233101997e-07 1.2805736197851035e-39
4.572567867791303e-07 1.3457353059691836e-39
4.6791845046510194e-07 1.4141209045422904e-39
4.788287076675383e-07 1.4858475255974348e-39
4.899933547366384e-07 1.561031441083332e-39
5.014183231736547e-07 1.6397874238765493e-39
5.131096827821533e-07 1.72222802455655e-39
5.250736448927506e-07 1.8084627845787598e-39
5.373165656630395e-07 1.8985973868049986e-39
5.4984494945446e-07 1.9927327437847098e-39
5.626654522879044e-07 2.0909640257263477e-39
5.757848853798981e-07 2.1933796307987308e-39
5.892102187612295e-07 2.3000601014463765e-39
6.029485849799565e-07 2.411076991028175e-39
6.17007282890752e-07 2.526491686946028e-39
6.313937815326057e-07 2.646354196468999e-39
6.461157240969403e-07 2.7707019042389922e-39
6.611809319882495e-07 2.8995583110883183e-39
6.765974089794179e-07 3.0329317653920514e-39
6.923733454639272e-07 3.1708142006629796e-39
7.085171228072106e-07 3.3131798937424565e-39
7.250373177994646e-07 3.459984259361476e-39
7.419427072122865e-07 3.6111626981362755e-39
7.592422724615558e-07 3.766629515401163e-39
7.769452043790388e-07 3.926276928808764e-39
7.950609080952509e-07 4.089974183586523e-39
8.135990080361694e-07 4.257566793369662e-39
8.325693530364543e-07 4.428875926372294e-39
8.519820215718901e-07 4.603697955410541e-39
8.718473271138315e-07 4.7818041900737865e-39
8.921758236084957e-07 4.962940808151801e-39
9.12978311084014e-07 5.146829001885893e-39
9.342658413882192e-07 5.333165350625547e-39
9.560497240602198e-07 5.5216224308936447e-39
9.78341532338879e-07 5.711849670225975e-39
1.0011531093113902e-06 5.903474449250509e-39
1.0244965742052174e-06 6.096103453106725e-39
1.048384328826741e-06 6.289324269878799e-39
1.0728290641500308e-06 6.48270722944784e-39
1.0978437670592484e-06 6.675807471455297e-39
1.1234417272482566e-06 6.868167226969337e-39
1.149636544281106e-06 7.059318294158808e-39
1.1764421348171486e-06 7.248784685703145e-39
1.2038727400046132e-06 7.4360854220231e-39
1.2319429330465773e-06 7.620737441637126e-39
1.2606676269433496e-06 7.80225859615141e-39
1.2900620824153782e-06 7.980170696356975e-39
1.3201419160108953e-06 8.154002572096164e-39
1.3509231084026028e-06 8.323293111157776e-39
1.38242201287781e-06 8.48759424069803e-39
1.4146553640265304e-06 8.646473815608882e-39
1.447640286632156e-06 8.799518378852303e-39
1.4813943047694329e-06 8.946335760672364e-39
1.5159353511145682e-06 9.086557486827871e-39
1.5512817764724183e-06 9.219840969266614e-39
1.587452359525819e-06 9.345871455938661e-39
1.6244663168122348e-06 9.464363719695959e-39
1.6623433129330315e-06 9.575063471072728e-39
1.7011034710007933e-06 9.677748484382442e-39
1.740767383330235e-06 9.772229431150796e-39
1.7813561223783898e-06 9.858350418779158e-39
1.8228912519398869e-06 9.935989236700157e-39
1.8653948386032614e-06 1.0005057317055234e-38
1.908889463474389e-06 1.0065499420549415e-38
1.9533982341732686e-06 1.0117293061205133e-38
1.9989447971105317e-06 1.0160447686901038e-38
2.045553350050195e-06 1.0195003635586783e-38
2.0932486549653353e-06 1.0221030888837159e-38
2.1420560511935146e-06 1.023862764575655e-38
2.192001468898943e-06 1.0247918741703282e-38
2.2431114428485372e-06 1.0249053936916985e-38
2.2954131265091837e-06 1.0242206099897588e-38
2.3489343064737076e-06 1.0227569310364317e-38
2.403703417223201e-06 1.0205356906028954e-38
2.4597495562335635e-06 1.017579949611672e-38
2.5171024994342686e-06 1.0139142963447496e-38
2.575792717027583e-06 1.0095646475412491e-38
2.635851389676631e-06 1.0045580522246204e-38
2.6973104250709106e-06 9.989224999327703e-39
2.760202474878063e-06 9.926867348254745e-39
2.8245609520908932e-06 9.858800769376958e-39
2.8904200487788716e-06 9.78532251664301e-39
2.9578147542535346e-06 9.706732283544591e-39
3.026780873657441e-06 9.623330687150053e-39
3.097355046986562e-06 9.535417855427e-39
3.1695747685562034e-06 9.44329212135834e-39
3.2434784069208122e-06 9.347248825879563e-39
3.319105225258239e-06 9.247579230208401e-39
3.3964954022292982e-06 9.144569536947199e-39
3.4756900533236943e-06 9.038500018192175e-39
3.5567312527036693e-06 8.929644247972161e-39
3.6396620555569646e-06 8.818268435501968e-39
3.7245265209709786e-06 8.704630855097046e-39
3.811369735340273e-06 8.588981368039291e-39
3.900237836319859e-06 8.471561031289465e-39
3.991178037336996e-06 8.35260178763151e-39
4.0842386526745176e-06 8.232326231645852e-39
4.179469123139017e-06 8.11094744579942e-39
4.2769200423275275e-06 7.98866890091747e-39
4.376643183506652e-06 7.865684415350747e-39
4.478691527118417e-06 7.742178167252615e-39
4.583119288927478e-06 7.61832475454307e-39
4.689981948824612e-06 7.494289297326207e-39
4.799336280301815e-06 7.370227577764463e-39
4.911240380614659e-06 7.246286212661118e-39
5.0257537016479225e-06 7.122602854279753e-39
5.142937081500915e-06 6.999306415210002e-39
5.262852776809252e-06 6.876517313383066e-39
5.385564495820272e-06 6.754347733630952e-39
5.511137432239651e-06 6.632901902477066e-39
5.639638299867211e-06 6.512276373128857e-39
5.771135368040315e-06 6.392560317924643e-39
5.905698497903673e-06 6.273835825751452e-39
6.043399179524854e-06 6.156178202209802e-39
6.184310569875183e-06 6.039656270543133e-39
6.32850753169624e-06 5.924332671579373e-39
6.47606667327258e-06 5.8102641611477336e-39
6.627066389131828e-06 5.697501903633406e-39
6.781586901693754e-06 5.5860917605195656e-39
6.939710303890459e-06 5.476074572935967e-39
7.101520602780329e-06 5.367486437390958e-39
7.267103764178904e-06 5.2603589740074e-39
7.436547758330399e-06 5.154719586710875e-39
7.609942606644117e-06 5.050591714938016e-39
7.787380429520604e-06 4.9479950765359756e-39
7.968955495292936e-06 4.8469459016188984e-39
8.15476427030917e-06 4.747457157231032e-39
8.344905470182516e-06 4.649538762738313e-39
8.539480112236516e-06 4.553197795935826e-39
8.738591569173047e-06 4.458438689914784e-39
8.942345623991688e-06 4.3652634207795744e-39
9.150850526189614e-06 4.273671686349388e-39
9.364217049271877e-06 4.183661076011286e-39
9.58255854960264e-06 4.095227231923158e-39
9.805991026628606e-06 4.008364001787883e-39
1.0034633184506672e-05 3.923063583439856e-39
1.0268606495168497e-05 3.839316661500771e-39
1.0508035262855554e-05 3.7571125363723846e-39
1.07530466901589e-05 3.6764392458437186e-39
