# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_9
3.162277660168379e-07 9.463080716448873e-36
3.2360111549336787e-07 9.738423459596834e-36
3.311463862505236e-07 1.0024174688057773e-35
3.388675869043115e-07 1.0320665182574936e-35
3.4676881953794695e-07 1.0628231026063615e-35
3.548542818811901e-07 1.0947212489784587e-35
3.6312826954049566e-07 1.1277953116004828e-35
3.715951782811629e-07 1.1620798903681393e-35
3.8025950636269697e-07 1.1976098855953708e-35
3.89125856928623e-07 1.234420234690419e-35
3.9819894045202297e-07 1.2725460434295463e-35
4.0748357723809307e-07 1.3120223494740807e-35
4.169846999850535e-07 1.352883946822599e-35
4.2670735640476865e-07 1.395165134542229e-35
4.3665671190447213e-07 1.4388994470156464e-35
4.4683805233101997e-07 1.4841192533172913e-35
4.572567867791303e-07 1.530855555560726e-35
4.6791845046510194e-07 1.5791376920447995e-35
4.788287076675383e-07 1.628993057256203e-35
4.899933547366384e-07 1.6804469556605526e-35
5.014183231736547e-07 1.733522340287291e-35
5.131096827821533e-07 1.7882395271172342e-35
5.250736448927506e-07 1.844615828761175e-35
5.373165656630395e-07 1.902665109244912e-35
5.4984494945446e-07 1.9623973196075568e-35
5.626654522879044e-07 2.023818035617207e-35
5.757848853798981e-07 2.086928056788082e-35
5.892102187612295e-07 2.151723059084366e-35
6.029485849799565e-07 2.2181932724089197e-35
6.17007282890752e-07 2.2863231246186534e-35
6.313937815326057e-07 2.3560908260066782e-35
6.461157240969403e-07 2.427467899106457e-35
6.611809319882495e-07 2.500418702952635e-35
6.765974089794179e-07 2.5749000304738483e-35
6.923733454639272e-07 2.6508607930575647e-35
7.085171228072106e-07 2.728241774043537e-35
7.250373177994646e-07 2.8069753955943094e-35
7.419427072122865e-07 2.8869854528321477e-35
7.592422724615558e-07 2.968186853905654e-35
7.769452043790388e-07 3.0504854199924424e-35
7.950609080952509e-07 3.133777808055118e-35
8.135990080361694e-07 3.217951554523879e-35
8.325693530364543e-07 3.302885142707004e-35
8.519820215718901e-07 3.388448139506285e-35
8.718473271138315e-07 3.474501328900883e-35
8.921758236084957e-07 3.560896988225314e-35
9.12978311084014e-07 3.6474792887470443e-35
9.342658413882192e-07 3.7340847910487124e-35
9.560497240602198e-07 3.8205429975438926e-35
9.78341532338879e-07 3.906676955057335e-35
1.0011531093113902e-06 3.992303969193224e-35
1.0244965742052174e-06 4.077236423119676e-35
1.048384328826741e-06 4.161282683194713e-35
1.0728290641500308e-06 4.244248037893511e-35
1.0978437670592484e-06 4.325935705221174e-35
1.1234417272482566e-06 4.4061478930506974e-35
1.149636544281106e-06 4.4846869433729625e-35
1.1764421348171486e-06 4.561356468367253e-35
1.2038727400046132e-06 4.635962510242889e-35
1.2319429330465773e-06 4.7083147287386826e-35
1.2606676269433496e-06 4.7782275662811693e-35
