# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
9.560497240602198e-07 2.596330687780169e-38 3.1171020557097734e-38 5.205226855260332e-38 7.826407501448756e-38 1.5680320959025816e-37 9.847134951251302e-37 1.14944259176448e-34 2.6316065530056104e-34
9.78341532338879e-07 2.6006247116221627e-38 3.123293480130957e-38 5.22251481278378e-38 7.865541413928066e-38 1.5835035528031978e-37 1.0192835962951736e-36 1.2551417912649026e-34 2.868841003981778e-34
1.0011531093113902e-06 2.604935415882452e-38 3.1295130900853257e-38 5.2399279112247e-38 7.905090599771179e-38 1.5992797819856323e-37 1.0556481207837487e-36 1.3707709293976184e-34 3.127183099355735e-34
1.0244965742052174e-06 2.6092627885420156e-38 3.1357609204799165e-38 5.257467069968311e-38 7.94506066393671e-38 1.6153689906777805e-37 1.0939213214029974e-36 1.497268696688332e-34 3.4070695328901337e-34
1.048384328826741e-06 2.613606821625328e-38 3.1420370122827066e-38 5.275133235572777e-38 7.985457354520502e-38 1.6317796813722552e-37 1.1342258862611815e-36 1.6356654915408453e-34 3.7100785379353623e-34
1.0728290641500308e-06 2.6179675103685795e-38 3.14834141139619e-38 5.292927378922147e-38 8.026286558908997e-38 1.6485206611426665e-37 1.1766936200959735e-36 1.787075315610885e-34 4.0343316916514146e-34
1.0978437670592484e-06 2.6223448549660766e-38 3.154674171151641e-38 5.310850502670274e-38 8.067554323653071e-38 1.6656010614413141e-37 1.2214662383579533e-36 1.952754709452148e-34 4.3879335278241986e-34
1.1234417272482566e-06 2.626738857821571e-38 3.1610353483558387e-38 5.328903630403958e-38 8.109266832417074e-38 1.683030340852297e-37 1.2686961389470784e-36 2.134043466267823e-34 4.770024686176048e-34
1.149636544281106e-06 2.631149525106828e-38 3.1674250056158224e-38 5.347087813570399e-38 8.151430424776539e-38 1.7008183055613951e-37 1.3185473352984504e-36 2.332418076040311e-34 5.1827625072929075e-34
1.1764421348171486e-06 2.6355768662927263e-38 3.1738432106106377e-38 5.365404129800517e-38 8.194051595370046e-38 1.718975122234708e-37 1.3711964297710685e-36 2.549493295585407e-34 5.628507946263103e-34
