# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
3.7245265209709786e-06 7.15053524631565e-50 1.752065277921407e-49 2.0310045389457223e-46 2.030494462133626e-44 2.0958216258494848e-42 4.332486141183074e-40 2.3029584897429105e-37 5.571869452086727e-37
3.811369735340273e-06 7.030352914030216e-50 1.73583139702636e-49 2.0782773054823685e-46 2.0778940362261564e-44 2.147289786081386e-42 4.524973175163565e-40 2.4640869929831275e-37 5.968523947377549e-37
3.900237836319859e-06 6.912419354888927e-50 1.7200063589723432e-49 2.1266543090854428e-46 2.1264025101336036e-44 2.2001161890402335e-42 4.727893230363277e-40 2.636637094548148e-37 6.393509321299258e-37
3.991178037336996e-06 6.796693199747064e-50 1.7045857994964422e-49 2.1761612553263027e-46 2.1760459786133741e-44 2.2543419764157503e-42 4.9418910075848404e-40 2.8214230236888173e-37 6.848851931486838e-37
4.0842386526745176e-06 6.683133911688856e-50 1.689565527779316e-49 2.2268244505417062e-46 2.2268511602819512e-44 2.3100098089828645e-42 5.167654307329231e-40 3.0193172022985857e-37 7.336723157826384e-37
4.179469123139017e-06 6.57170173359797e-50 1.6749415261248116e-49 2.2786708158277765e-46 2.2788454131412153e-44 2.3671639348697185e-42 5.405917040303404e-40 3.231254408327535e-37 7.859449784270739e-37
4.2769200423275275e-06 6.462357644167321e-50 1.6607099497601442e-49 2.331727901362581e-46 2.332056750528404e-44 2.42585026135348e-42 5.657462451942024e-40 3.4582362372249177e-37 8.419525110289503e-37
4.376643183506652e-06 6.3550633214589325e-50 1.6468671267583882e-49 2.386023901065216e-46 2.386513857503327e-44 2.4861164303833244e-42 5.923126576110828e-40 3.701335882673998e-37 9.01962088992468e-37
4.478691527118417e-06 6.249781113111903e-50 1.6334095580851992e-49 2.4415876675988465e-46 2.4422461076869463e-44 2.5480118980417597e-42 6.2038019342174616e-40 3.961703259616994e-37 9.662600090302918e-37
4.583119288927478e-06 6.146474012305327e-50 1.6203339177718783e-49 2.4984487277263615e-46 2.499283580566451e-44 2.611588018167887e-42 6.5004414970936075e-40 4.24057049377449e-37 1.03515305834326e-36
4.689981948824612e-06 6.045105638613604e-50 1.6076370532165435e-49 2.5566372980264027e-46 2.5576570792816063e-44 2.676898130380521e-42 6.814062928224846e-40 4.539257804416588e-37 1.1089699822446895e-36
4.799336280301815e-06 5.945640222936691e-50 1.5953159856160498e-49 2.6161843009783347e-46 2.6173981489094812e-44 2.743997652752825e-42 7.145753128205513e-40 4.859179807819396e-37 1.188063054945027e-36
4.911240380614659e-06 5.848042595747186e-50 1.5833679105305526e-49 2.677121381425262e-46 2.6785390952628023e-44 2.8129441794059886e-42 7.496673101689388e-40 5.2018522723219435e-37 1.2728097640429038e-36
5.0257537016479225e-06 5.752278177965443e-50 1.5717901985831723e-49 2.7394809234231803e-46 2.7411130042208587e-44 2.883797583306549e-42 7.868063169596989e-40 5.5688993565567145e-37 1.3636146162639129e-36
5.142937081500915e-06 5.658312973846931e-50 1.560580396297455e-49 2.8032960674861198e-46 2.8051537616097585e-44 2.956620124567573e-42 8.261248550940642e-40 5.9620613659985525e-37 1.4609110708652082e-36
5.262852776809252e-06 5.566113565344607e-50 1.5497362270747448e-49 2.8686007282361906e-46 2.870696073652123e-44 3.0314765645753375e-42 8.677645340338753e-40 6.383203064678088e-37 1.5651636122202104e-36
5.385564495820272e-06 5.475647107486595e-50 1.5392555923144028e-49 2.9354296124681514e-46 2.9377754880047594e-44 3.1084342862807834e-42 9.11876690912994e-40 6.834322581861783e-37 1.6768699709275445e-36
5.511137432239651e-06 5.386881324384454e-50 1.5291365726794277e-49 3.0038182376383725e-46 3.006428415405947e-44 3.187563421017498e-42 9.586230759965634e-40 7.317560956302428e-37 1.796563504130675e-36
5.639638299867211e-06 5.299784505559068e-50 1.519377429510216e-49 3.0738029507881632e-46 3.0766921519529127e-44 3.268936982230567e-42 1.0081765866869682e-39 7.835212363646806e-37 1.9248157455155232e-36
