# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_6
3.162277660168379e-07 2.6882498561025422e-43
3.2360111549336787e-07 2.688250465612192e-43
3.311463862505236e-07 2.6882511038766452e-43
3.388675869043115e-07 2.6882517722524836e-43
3.4676881953794695e-07 2.688252472160259e-43
3.548542818811901e-07 2.6882532050875712e-43
3.6312826954049566e-07 2.6882539725921766e-43
3.715951782811629e-07 2.688254776305345e-43
3.8025950636269697e-07 2.688255617935289e-43
3.89125856928623e-07 2.6882564992708096e-43
3.9819894045202297e-07 2.688257422185126e-43
4.0748357723809307e-07 2.6882583886397808e-43
4.169846999850535e-07 2.688259400688907e-43
4.2670735640476865e-07 2.6882604604835143e-43
4.3665671190447213e-07 2.6882615702761206e-43
4.4683805233101997e-07 2.688262732425476e-43
4.572567867791303e-07 2.6882639494016477e-43
4.6791845046510194e-07 2.688265223791217e-43
4.788287076675383e-07 2.6882665583028023e-43
4.899933547366384e-07 2.6882679557727944e-43
5.014183231736547e-07 2.688269419171398e-43
5.131096827821533e-07 2.68827095160898e-43
5.250736448927506e-07 2.688272556342619e-43
5.373165656630395e-07 2.688274236783067e-43
5.4984494945446e-07 2.6882759965019677e-43
5.626654522879044e-07 2.6882778392395053e-43
5.757848853798981e-07 2.688279768912299e-43
5.892102187612295e-07 2.6882817896217534e-43
6.029485849799565e-07 2.688283905662761e-43
6.17007282890752e-07 2.688286121532854e-43
6.313937815326057e-07 2.6882884419417396e-43
6.461157240969403e-07 2.6882908718213446e-43
6.611809319882495e-07 2.688293416336265e-43
6.765974089794179e-07 2.688296080894735e-43
6.923733454639272e-07 2.6882988711601978e-43
7.085171228072106e-07 2.688301793063236e-43
7.250373177994646e-07 2.688304852814284e-43
7.419427072122865e-07 2.6883080569167413e-43
7.592422724615558e-07 2.688311412180843e-43
7.769452043790388e-07 2.688314925738159e-43
7.950609080952509e-07 2.688318605056691e-43
8.135990080361694e-07 2.6883224579567807e-43
8.325693530364543e-07 2.688326492627759e-43
8.519820215718901e-07 2.688330717645321e-43
8.718473271138315e-07 2.6883351419897486e-43
8.921758236084957e-07 2.6883397750650525e-43
9.12978311084014e-07 2.6883446267188983e-43
9.342658413882192e-07 2.6883497072635974e-43
9.560497240602198e-07 2.6883550274979994e-43
9.78341532338879e-07 2.688360598730458e-43
1.0011531093113902e-06 2.6883664328028635e-43
1.0244965742052174e-06 2.6883725421158552e-43
1.048384328826741e-06 2.688378939655131e-43
1.0728290641500308e-06 2.6883856390190943e-43
1.0978437670592484e-06 2.6883926544477732e-43
1.1234417272482566e-06 2.6884000008530354e-43
1.149636544281106e-06 2.6884076938503797e-43
1.1764421348171486e-06 2.688415749792084e-43
1.2038727400046132e-06 2.6884241858019748e-43
1.2319429330465773e-06 2.6884330198118686e-43
1.2606676269433496e-06 2.6884422705996717e-43
1.2900620824153782e-06 2.6884519578293213e-43
1.3201419160108953e-06 2.6884621020925923e-43
1.3509231084026028e-06 2.6884727249529152e-43
1.38242201287781e-06 2.6884838489911873e-43
1.4146553640265304e-06 2.6884954978538213e-43
1.447640286632156e-06 2.68850769630303e-43
1.4813943047694329e-06 2.6885204702694867e-43
1.5159353511145682e-06 2.6885338469074714e-43
1.5512817764724183e-06 2.6885478546526206e-43
1.587452359525819e-06 2.688562523282434e-43
1.6244663168122348e-06 2.6885778839795614e-43
1.6623433129330315e-06 2.6885939693981927e-43
1.7011034710007933e-06 2.6886108137334544e-43
1.740767383330235e-06 2.688628452794205e-43
1.7813561223783898e-06 2.688646924079174e-43
1.8228912519398869e-06 2.6886662668567685e-43
1.8653948386032614e-06 2.688686522248585e-43
1.908889463474389e-06 2.6887077333169284e-43
1.9533982341732686e-06 2.6887299451564194e-43
1.9989447971105317e-06 2.688753204989953e-43
2.045553350050195e-06 2.688777562269197e-43
2.0932486549653353e-06 2.6888030687797948e-43
2.1420560511935146e-06 2.688829778751631e-43
2.192001468898943e-06 2.6888577489741913e-43
2.2431114428485372e-06 2.6888870389174777e-43
2.2954131265091837e-06 2.688917710858571e-43
2.3489343064737076e-06 2.688949830014231e-43
2.403703417223201e-06 2.6889834646797037e-43
2.4597495562335635e-06 2.689018686374166e-43
2.5171024994342686e-06 2.6890555699929725e-43
2.575792717027583e-06 2.689094193967168e-43
2.635851389676631e-06 2.6891346404305033e-43
2.6973104250709106e-06 2.689176995394364e-43
2.760202474878063e-06 2.689221348930996e-43
2.8245609520908932e-06 2.6892677953653677e-43
2.8904200487788716e-06 2.6893164334761253e-43
2.9578147542535346e-06 2.6893673667060804e-43
3.026780873657441e-06 2.6894207033826397e-43
3.097355046986562e-06 2.689476556948669e-43
3.1695747685562034e-06 2.689535046204318e-43
3.2434784069208122e-06 2.689596295560251e-43
3.319105225258239e-06 2.6896604353029416e-43
3.3964954022292982e-06 2.689727601872486e-43
3.4756900533236943e-06 2.68979793815358e-43
3.5567312527036693e-06 2.689871593780343e-43
3.6396620555569646e-06 2.6899487254555408e-43
3.7245265209709786e-06 2.6900294972849655e-43
3.811369735340273e-06 2.690114081127698e-43
3.900237836319859e-06 2.6902026569629623e-43
3.991178037336996e-06 2.6902954132743998e-43
4.0842386526745176e-06 2.6903925474526e-43
4.179469123139017e-06 2.690494266216745e-43
4.2769200423275275e-06 2.690600786056272e-43
4.376643183506652e-06 2.6907123336935144e-43
4.478691527118417e-06 2.6908291465684e-43
4.583119288927478e-06 2.690951473346105e-43
4.689981948824612e-06 2.6910795744489314e-43
4.799336280301815e-06 2.691213722613463e-43
4.911240380614659e-06 2.691354203474263e-43
5.0257537016479225e-06 2.6915013161753648e-43
5.142937081500915e-06 2.691655374010891e-43
5.262852776809252e-06 2.6918167050962408e-43
5.385564495820272e-06 2.69198565307128e-43
5.511137432239651e-06 2.6921625778370585e-43
5.639638299867211e-06 2.69234785632776e-43
5.771135368040315e-06 2.692541883319491e-43
5.905698497903673e-06 2.6927450722777273e-43
6.043399179524854e-06 2.6929578562453214e-43
6.184310569875183e-06 2.6931806887730045e-43
6.32850753169624e-06 2.6934140448944155e-43
6.47606667327258e-06 2.6936584221479332e-43
6.627066389131828e-06 2.6939143416474295e-43
6.781586901693754e-06 2.694182349204501e-43
6.939710303890459e-06 2.694463016504527e-43
7.101520602780329e-06 2.6947569423393377e-43
7.267103764178904e-06 2.6950647538991524e-43
7.436547758330399e-06 2.6953871081267374e-43
7.609942606644117e-06 2.6957246931368813e-43
7.787380429520604e-06 2.696078229704317e-43
7.968955495292936e-06 2.6964484728235523e-43
8.15476427030917e-06 2.696836213344091e-43
8.344905470182516e-06 2.6972422796848745e-43
8.539480112236516e-06 2.697667539631726e-43
8.738591569173047e-06 2.6981129022221255e-43
8.942345623991688e-06 2.698579319721463e-43
9.150850526189614e-06 2.699067789695512e-43
9.364217049271877e-06 2.6995793571838317e-43
9.58255854960264e-06 2.7001151169792427e-43
9.805991026628606e-06 2.700676216018662e-43
1.0034633184506672e-05 2.7012638558909625e-43
1.0268606495168497e-05 2.7018792954677877e-43
1.0508035262855554e-05 2.7025238536635206e-43
1.07530466901589e-05 2.7031989123310533e-43
1.1003770945598772e-05 2.7039059193002854e-43
1.1260341232779899e-05 2.7046463915666193e-43
1.1522893861159297e-05 2.7054219186372742e-43
1.1791568318464117e-05 2.7062341660434824e-43
1.206650734479802e-05 2.707084879027255e-43
1.2347857008475478e-05 2.707975886411725e-43
1.263576678362426e-05 2.708909104664751e-43
1.293038962959737e-05 2.7098865421658343e-43
1.3231882072236462e-05 2.7109103036871834e-43
1.3540404287030327e-05 2.7119825951001686e-43
1.3856120184212054e-05 2.7131057283191658e-43
1.4179197495840522e-05 2.714282126495593e-43
1.4509807864912299e-05 2.715514329475401e-43
1.484812693655133e-05 2.7168049995343948e-43
1.5194334451324849e-05 2.718156927406349e-43
1.5548614340735104e-05 2.7195730386199864e-43
1.5911154824937624e-05 2.7210564001616842e-43
1.6282148512737936e-05 2.7226102274818633e-43
1.6661792503919872e-05 2.724237891864228e-43
1.7050288493959805e-05 2.725942928177988e-43
1.7447842881182494e-05 2.7277290430345948e-43
1.785466687641539e-05 2.7296001233718926e-43
1.8270976615199758e-05 2.731560245489902e-43
1.869699327261814e-05 2.7336136845641234e-43
1.91329431807992e-05 2.7357649246638484e-43
1.957905794916243e-05 2.738018669304762e-43
2.003557458746648e-05 2.740379852567034e-43
2.0502735631726606e-05 2.7428536508121162e-43
2.0980789273068064e-05 2.745445495033763e-43
2.1469989489583918e-05 2.748161083881086e-43
2.1970596181267336e-05 2.751006397393977e-43
2.2482875308090033e-05 2.7539877114941412e-43
2.3007099031300245e-05 2.7571116132777595e-43
2.354354585801526e-05 2.7603850171591523e-43
2.4092500789185385e-05 2.7638151819181378e-43
2.4654255471007912e-05 2.7674097287076017e-43
2.5229108349871537e-05 2.771176660081754e-43
2.5817364830913554e-05 2.7751243801098654e-43
2.641933744027406e-05 2.7792617156450413e-43
2.7035345991133382e-05 2.7835979388226076e-43
2.7665717753620915e-05 2.7881427908681376e-43
2.8310787628685666e-05 2.7929065073011815e-43
2.8970898326020842e-05 2.797899844627088e-43
2.964640054613707e-05 2.803134108616354e-43
3.033765316668089e-05 2.808621184278418e-43
3.104502343309761e-05 2.814373567645066e-43
3.176888715373972e-05 2.8204043994874732e-43
3.25096288995246e-05 2.826727501100535e-43
3.326764220824756e-05 2.8333574122986717e-43
3.4043329793658724e-05 2.8403094317785754e-43
3.483710375941493e-05 2.8475996600168514e-43
3.5649385818020195e-05 2.8552450448838654e-43
3.648060751487119e-05 2.8632634301697663e-43
3.73312104575266e-05 2.8716736072345774e-43
3.820164655032238e-05 2.8804953700115688e-43
3.90923782344573e-05 2.889749573611995e-43
4.0003878733676586e-05 2.8994581967998214e-43
4.093663230568398e-05 2.9096444086274793e-43
4.1891134499415887e-05 2.920332639548082e-43
4.2867892418314344e-05 2.931548657346156e-43
4.386742498973848e-05 2.9433196482579814e-43
4.489026324065786e-05 2.9556743036842568e-43
4.5936950579773975e-05 2.968642912932427e-43
4.700804308621986e-05 2.9822574624636613e-43
4.8104109804991236e-05 2.9965517421606536e-43
4.922573304926602e-05 3.0115614591773837e-43
5.0373508709772956e-05 3.0273243599810398e-43
5.154804657137365e-05 3.043880361249916e-43
5.27499706370262e-05 3.0612716903496423e-43
5.397991945930254e-05 3.079543036174109e-43
5.5238546479635675e-05 3.0987417112072692e-43
5.6526520375476976e-05 3.1189178257384074e-43
5.784452541554797e-05 3.140124475246813e-43
5.9193261823375433e-05 3.1624179420629944e-43
6.057344614930286e-05 3.185857912513025e-43
6.198581165117595e-05 3.2105077108614528e-43
6.34311086839044e-05 3.236434551486872e-43
6.491010509810695e-05 3.263709810854039e-43
