# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2 MeV4, datatype: float64}
# schema: astropy-2.0
mx sigma
5.9193261823375433e-05 2.809785034108932e-19
6.057344614930286e-05 3.0811520804050616e-19
6.198581165117595e-05 3.378727564424222e-19
6.34311086839044e-05 3.7050426727567776e-19
6.491010509810695e-05 4.062873069936581e-19
6.642358664805138e-05 4.455262473467094e-19
6.797235740910648e-05 4.885548566238803e-19
6.955724020492732e-05 5.357391384080042e-19
7.117907704460117e-05 5.874804451855909e-19
7.283872956998614e-05 6.442188896493156e-19
7.453707951348025e-05 7.064370939406903e-19
7.627502916646401e-05 7.746642859767876e-19
7.805350185866558e-05 8.494808141385773e-19
7.987344244870308e-05 9.315230704427722e-19
8.173581782606456e-05 1.0214889083793534e-18
8.364161742479263e-05 1.120143583579986e-18
8.559185374914618e-05 1.228326255869772e-18
8.758756291151902e-05 1.3469571351146726e-18
8.96298051829007e-05 1.477045302340111e-18
9.17196655561724e-05 1.6196972902368269e-18
9.385825432253677e-05 1.776126504604717e-18
9.604670766138824e-05 1.9476635458007327e-18
9.828618824393714e-05 2.135767506754838e-18
0.00010057788585090809 2.342038419773348e-18
0.00010292301800464121 2.5682308356007416e-18
0.00010532283061593165 2.8162687479369023e-18
0.00010777859864595113 3.088261979479484e-18
0.00011029162678360347 3.3865241374328404e-18
0.00011286325013867351 3.7135922471663665e-18
0.00011549483495113791 4.0722483519561294e-18
0.00011818777931701482 4.4655432189011e-18
0.0001209435139311377 4.896822214469485e-18
0.00012376350284724815 5.3697538310524786e-18
0.00012664924425581149 5.888360830063052e-18
0.00012960227127996844 6.457054569991559e-18
0.00013262415279004548 7.08067231914871e-18
0.00013571649423705693 7.764518611484136e-18
0.0001388809385056415 8.514410342046283e-18
0.00014211916678688624 9.336726043730085e-18
0.00014543289947150178 1.0238460440302347e-17
0.0001488238970638237 1.1227283675982799e-17
0.00015229396111712465 1.2311606787781021e-17
0.00015584493519073535 1.350065305618798e-17
0.00015947870582948208 1.4804536532066906e-17
0.00016319720356596128 1.6234348141591043e-17
0.00016700240394618395 1.7802250070677518e-17
0.00017089632857913436 1.952157873889733e-17
0.000174881046210801 2.140695895486443e-17
0.00017895867382325032 2.3474427878283937e-17
0.0001831313777593269 2.574157145807519e-17
0.00018740137487357792 2.8227674173921424e-17
0.00019177093371001327 3.095388277101966e-17
0.000196242375707327 3.394338711281259e-17
0.00020081807643222024 3.7221615280496045e-17
0.00020550046684148122 4.081645239215746e-17
0.0002102920345734925 4.4758476817699013e-17
0.0002151953252698519 4.908121864973348e-17
0.00022021294392780895 5.382144816563683e-17
0.00022534755628423554 5.901948475289549e-17
0.0002306018902318662 6.471954566538283e-17
0.00023597873726856003 7.09701130721299e-17
0.0002414809539803547 7.782435627876132e-17
0.0002471114635590999 8.534057701927455e-17
0.00025287325735547713 9.358271034409817e-17
0.00025876939646823026 1.0262086245386874e-16
0.00026480301337045197 1.1253191232887046e-16
0.000270977313573789 1.234001647510435e-16
0.00027729557733145163 1.353180649741823e-16
0.00028376116138093086 1.483869875770969e-16
0.0002903775007273506 1.6271809725463693e-16
0.00029714811046840066 1.784332951128579e-16
0.00030407658766182135 1.9566625841472395e-16
0.00031116661323643183 2.1456356531865692e-16
0.0003184219539477161 2.3528596303757065e-16
0.00032584646437900766 2.580097161224196e-16
0.00033344408898933415 2.8292810945607744e-16
0.0003412188642090111 3.102531055510084e-16
0.0003491749205840977 3.4021713154613603e-16
0.0003573164849708539 3.7307506200842324e-16
0.0003656478827813646 4.091063842566809e-16
0.0003741735402815245 4.486175864309522e-16
0.0003828979869426037 4.91944758543579e-16
0.000391825857847644 5.394564359068121e-16
0.000400961896153964 5.915567483227839e-16
0.0004103109556130814 6.48688897078889e-16
0.0004198780031493915 7.11338797470458e-16
0.00042966812149897106 7.80039384548295e-16
0.000439686511909911 8.553750542327006e-16
0.0004499384969056106 9.37986570199508e-16
0.00046042952311250296 1.0285766452309872e-15
0.0004711651641537129 1.1279158572817204e-15
0.00048215112361018567 1.2368491528657653e-15
0.0004933932380508582 1.3563031803801842e-15
