# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma
2.9578147542535346e-06 5.833765657190785e-34
3.026780873657441e-06 6.027976256872183e-34
3.097355046986562e-06 6.238892771813485e-34
3.1695747685562034e-06 6.467324466401827e-34
3.2434784069208122e-06 6.714166381125657e-34
3.319105225258239e-06 6.980402320897238e-34
3.3964954022292982e-06 7.267108443470851e-34
3.4756900533236943e-06 7.575457437015402e-34
3.5567312527036693e-06 7.906723283406738e-34
3.6396620555569646e-06 8.262286610459149e-34
3.7245265209709786e-06 8.643640642307923e-34
3.811369735340273e-06 9.052397762640284e-34
3.900237836319859e-06 9.49029671057838e-34
3.991178037336996e-06 9.95921043385159e-34
4.0842386526745176e-06 1.0461154628544842e-33
4.179469123139017e-06 1.099829699925119e-33
4.2769200423275275e-06 1.157296727795485e-33
4.376643183506652e-06 1.218766804448326e-33
4.478691527118417e-06 1.2845086395942572e-33
4.583119288927478e-06 1.3548106517237536e-33
4.689981948824612e-06 1.4299823209613996e-33
4.799336280301815e-06 1.5103556439191415e-33
4.911240380614659e-06 1.5962866972709238e-33
5.0257537016479225e-06 1.688157317323211e-33
5.142937081500915e-06 1.7863769034380238e-33
5.262852776809252e-06 1.891384353780668e-33
5.385564495820272e-06 2.0036501425170948e-33
5.511137432239651e-06 2.1236785482792402e-33
5.639638299867211e-06 2.2520100444546928e-33
5.771135368040315e-06 2.3892238626433563e-33
5.905698497903673e-06 2.5359407414626487e-33
6.043399179524854e-06 2.6928258737783056e-33
6.184310569875183e-06 2.3154256928294678e-33
6.32850753169624e-06 1.9277677165511033e-33
6.47606667327258e-06 1.610910418671418e-33
6.627066389131828e-06 1.3532794912068676e-33
6.781586901693754e-06 1.1442157266562038e-33
6.939710303890459e-06 9.744825138705169e-34
7.101520602780329e-06 8.363731418011471e-34
7.267103764178904e-06 7.236088178884913e-34
7.436547758330399e-06 6.311489726670906e-34
7.609942606644117e-06 5.5498181976212064e-34
7.787380429520604e-06 4.919284277699289e-34
7.968955495292936e-06 4.394735264906617e-34
8.15476427030917e-06 3.95625803548592e-34
8.344905470182516e-06 3.588055925473591e-34
8.539480112236516e-06 3.277560316303954e-34
8.738591569173047e-06 3.0147345723544505e-34
8.942345623991688e-06 2.7915315226423334e-34
9.150850526189614e-06 2.6014715708166954e-34
9.364217049271877e-06 2.4393146803973003e-34
9.58255854960264e-06 2.3008050338413387e-34
9.805991026628606e-06 2.1824718196036153e-34
1.0034633184506672e-05 2.0814733529131864e-34
1.0268606495168497e-05 1.995474688011135e-34
1.0508035262855554e-05 1.9225511689620633e-34
1.07530466901589e-05 1.8611121261104368e-34
1.1003770945598772e-05 1.8098402715023174e-34
1.1260341232779899e-05 1.7676433739201572e-34
1.1522893861159297e-05 1.7336155776800844e-34
1.1791568318464117e-05 1.7070063273158697e-34
1.206650734479802e-05 1.6871953174092833e-34
1.2347857008475478e-05 1.6736722371135688e-34
1.263576678362426e-05 1.6660203480943659e-34
1.293038962959737e-05 1.6639031421272081e-34
1.3231882072236462e-05 1.6670534851273833e-34
1.3540404287030327e-05 1.6752647790401979e-34
1.3856120184212054e-05 1.6883837701811417e-34
1.4179197495840522e-05 1.7063047086489962e-34
1.4509807864912299e-05 1.7289646231765653e-34
1.484812693655133e-05 1.7563395229191122e-34
1.5194334451324849e-05 1.7884413750276013e-34
1.5548614340735104e-05 1.8253157365738907e-34
1.5911154824937624e-05 1.8670399431517576e-34
1.6282148512737936e-05 1.8862032580922428e-34
1.6661792503919872e-05 1.8746528458708673e-34
1.7050288493959805e-05 1.857416302512566e-34
1.7447842881182494e-05 1.8338200587094866e-34
1.785466687641539e-05 1.8035566959178945e-34
1.8270976615199758e-05 1.7667178899265343e-34
1.869699327261814e-05 1.7237857994998032e-34
1.91329431807992e-05 1.6755822891798072e-34
1.957905794916243e-05 1.6231842135309317e-34
2.003557458746648e-05 1.5678194750903693e-34
2.0502735631726606e-05 1.510760838771904e-34
2.0980789273068064e-05 1.453232390115988e-34
2.1469989489583918e-05 1.3963384455847062e-34
2.1970596181267336e-05 1.3410187164715748e-34
2.2482875308090033e-05 1.288028380328808e-34
2.3007099031300245e-05 1.237938395645974e-34
2.354354585801526e-05 1.1911500279231754e-34
2.4092500789185385e-05 1.147917703728652e-34
2.4654255471007912e-05 1.1083753453967586e-34
2.5229108349871537e-05 1.0725627007347732e-34
2.5817364830913554e-05 1.0404494890889043e-34
2.641933744027406e-05 1.0119562439407935e-34
2.7035345991133382e-05 9.869714882822137e-35
2.7665717753620915e-05 9.653653583703606e-35
2.8310787628685666e-05 9.470000542497898e-35
2.8970898326020842e-05 9.317376068361066e-35
2.964640054613707e-05 9.19445467297192e-35
3.033765316668089e-05 9.100003869102469e-35
3.104502343309761e-05 8.973392784628206e-35
3.176888715373972e-05 8.757593929842546e-35
3.25096288995246e-05 8.552886022962166e-35
3.326764220824756e-05 8.356318051255036e-35
3.4043329793658724e-05 8.165544963277922e-35
3.483710375941493e-05 7.978829570251953e-35
3.5649385818020195e-05 7.795027059232933e-35
3.648060751487119e-05 7.613548371604585e-35
3.73312104575266e-05 7.434302031203195e-35
3.820164655032238e-05 7.25761736301168e-35
3.90923782344573e-05 7.084154781538733e-35
4.0003878733676586e-05 6.914810453558493e-35
4.093663230568398e-05 6.750622942324449e-35
4.1891134499415887e-05 6.592688526307221e-35
4.2867892418314344e-05 6.442090109790709e-35
4.386742498973848e-05 6.299842476303709e-35
4.489026324065786e-05 6.166854527351718e-35
4.5936950579773975e-05 6.04390742518506e-35
4.700804308621986e-05 5.931646385175345e-35
4.8104109804991236e-05 5.830583258691985e-35
4.922573304926602e-05 5.741106925867337e-35
5.0373508709772956e-05 5.588375546006731e-35
5.154804657137365e-05 5.437637844272235e-35
5.27499706370262e-05 5.293983964573957e-35
5.397991945930254e-05 5.156862905366376e-35
5.5238546479635675e-05 5.025834339276278e-35
5.6526520375476976e-05 4.90057354581901e-35
5.784452541554797e-05 4.780869840225086e-35
5.9193261823375433e-05 4.6666190212722756e-35
6.057344614930286e-05 4.557810892348533e-35
6.198581165117595e-05 4.4545132763299893e-35
6.34311086839044e-05 4.356854116475979e-35
6.491010509810695e-05 4.2650032313951807e-35
6.642358664805138e-05 4.1791551003263855e-35
6.797235740910648e-05 4.099513745482124e-35
6.955724020492732e-05 4.0262804110052706e-35
7.117907704460117e-05 3.949160580395135e-35
7.283872956998614e-05 3.845076499391837e-35
7.453707951348025e-05 3.7456035372045835e-35
7.627502916646401e-05 3.6505588219035296e-35
7.805350185866558e-05 3.559813665267375e-35
7.987344244870308e-05 3.473289239208617e-35
8.173581782606456e-05 3.390951434533414e-35
8.364161742479263e-05 3.312804852134057e-35
8.559185374914618e-05 3.23888608609878e-35
8.758756291151902e-05 3.169256606502751e-35
8.96298051829007e-05 3.103995628072371e-35
9.17196655561724e-05 3.043193361720752e-35
9.385825432253677e-05 2.986945000522397e-35
9.604670766138824e-05 2.9155485941962054e-35
9.828618824393714e-05 2.841619733029629e-35
0.00010057788585090809 2.771095772751267e-35
0.00010292301800464121 2.7039059967585987e-35
0.00010532283061593165 2.640013177762525e-35
0.00010777859864595113 2.579408530487977e-35
0.00011029162678360347 2.5221065563082864e-35
0.00011286325013867351 2.468139912928645e-35
0.00011549483495113791 2.4175544810808857e-35
